"","Code","MonthYear","VC","MC","VV","MV","N","Sum","Srat"
"5420","SL",200411,2,0,3,3,440,8,0.0181818181818182
"5421","SL",200412,0,0,0,0,397,0,0
"5422","SL",200501,2,1,0,0,848,3,0.0035377358490566
"5423","SL",200502,0,0,0,0,703,0,0
"5424","SL",200503,3,3,0,4,883,10,0.0113250283125708
"5425","SL",200504,2,0,0,2,491,4,0.00814663951120163
"5426","SL",200505,0,3,1,3,608,7,0.0115131578947368
"5427","SL",200506,1,1,0,0,626,2,0.00319488817891374
"5428","SL",200507,1,2,0,4,618,7,0.0113268608414239
"5429","SL",200508,3,2,1,0,355,6,0.0169014084507042
"5430","SL",200509,1,2,1,1,504,5,0.00992063492063492
"5431","SL",200510,0,0,0,0,526,0,0
"5432","SL",200511,0,0,0,0,572,0,0
"5433","SL",200512,3,2,0,0,519,5,0.00963391136801541
"5434","SL",200601,2,2,1,2,671,7,0.0104321907600596
"5435","SL",200602,1,0,0,1,516,2,0.00387596899224806
"5436","SL",200603,9,21,9,33,1965,72,0.0366412213740458
"5437","SL",200604,11,5,11,11,1403,38,0.0270848182466144
"5438","SL",200605,2,0,0,0,1476,2,0.0013550135501355
"5439","SL",200606,3,15,0,1,2360,19,0.00805084745762712
"5440","SL",200607,2,10,1,3,1211,16,0.0132122213047069
"5441","SL",200608,2,0,1,0,514,3,0.00583657587548638
"5442","SL",200609,5,2,0,3,430,10,0.0232558139534884
"5443","SL",200610,2,1,0,0,471,3,0.00636942675159236
"5444","SL",200611,0,0,0,1,398,1,0.00251256281407035
"5445","SL",200612,0,1,1,1,357,3,0.00840336134453781
"5446","SL",200701,2,2,2,2,214,8,0.0373831775700935
"5447","SL",200702,0,0,0,1,322,1,0.0031055900621118
"5448","SL",200703,5,0,0,0,208,5,0.0240384615384615
"5449","SL",200704,6,0,2,2,361,10,0.0277008310249307
"5450","SL",200705,0,2,4,2,1012,8,0.00790513833992095
"5451","SL",200706,5,13,15,9,1323,42,0.0317460317460317
"5452","SL",200707,0,3,4,9,966,16,0.0165631469979296
"5453","SL",200708,5,1,1,5,1229,12,0.00976403580146461
"5454","SL",200709,12,0,2,1,1431,15,0.010482180293501
"5455","SL",200710,0,1,0,7,560,8,0.0142857142857143
"5456","SL",200711,3,0,0,3,405,6,0.0148148148148148
"5457","SL",200712,1,0,0,3,575,4,0.00695652173913044
"5458","SL",200801,24,3,6,18,1171,51,0.0435525192143467
"5459","SL",200802,1,4,0,10,666,15,0.0225225225225225
"5460","SL",200803,1,0,0,3,826,4,0.00484261501210654
"5461","SL",200804,3,4,5,4,950,16,0.0168421052631579
"5462","SL",200805,10,11,6,10,1163,37,0.0318142734307825
"5463","SL",200806,1,0,1,0,729,2,0.00274348422496571
"5464","SL",200807,2,2,0,1,1049,5,0.00476644423260248
"5465","SL",200808,2,2,0,1,643,5,0.00777604976671851
"5466","SL",200809,0,0,0,0,631,0,0
"5467","SL",200810,9,0,2,2,642,13,0.0202492211838006
"5468","SL",200811,0,1,0,1,426,2,0.00469483568075117
"5469","SL",200812,1,1,3,1,973,6,0.00616649537512847
"5470","SL",200901,7,0,0,3,1962,10,0.00509683995922528
"5471","SL",200902,4,3,0,146,2314,153,0.0661192739844425
"5472","SL",200903,0,0,3,7,2107,10,0.00474608448030375
"5473","SL",200904,4,8,0,24,2069,36,0.0173997100048333
"5474","SL",200905,8,2,2,0,1933,12,0.00620796689084325
"5475","SL",200906,6,0,0,1,1464,7,0.00478142076502732
"5476","SL",200907,11,2,6,20,1380,39,0.0282608695652174
"5477","SL",200908,18,1,3,3,1773,25,0.0141003948110547
"5478","SL",200909,11,3,2,3,2978,19,0.00638012088650101
"5479","SL",200910,2,5,5,16,1707,28,0.0164030462800234
"5480","SL",200911,5,1,3,18,2029,27,0.0133070478068014
"5481","SL",200912,3,3,4,9,1602,19,0.0118601747815231
"5482","SL",201001,2,0,5,4,1826,11,0.00602409638554217
"5483","SL",201002,5,0,4,0,1673,9,0.00537955768081291
"5484","SL",201003,1,2,0,2,327,5,0.0152905198776758
"5485","SL",201004,9,4,2,2,652,17,0.0260736196319018
"5486","SL",201005,0,1,0,1,613,2,0.0032626427406199
"5487","SL",201006,6,6,1,2,458,15,0.0327510917030568
"5488","SL",201007,3,3,19,1,1019,26,0.0255152109911678
"5489","SL",201008,11,10,9,30,4822,60,0.012442969722107
"5490","SL",201009,7,2,6,1,2586,16,0.00618716163959783
"5491","SL",201010,7,2,0,10,1938,19,0.00980392156862745
"5492","SL",201011,8,0,1,1,2718,10,0.00367917586460633
"5493","SL",201012,0,0,2,7,2803,9,0.0032108455226543
"5494","SL",201101,7,0,0,12,2529,19,0.00751285092922104
"5495","SL",201102,7,0,2,5,2774,14,0.00504686373467916
"5496","SL",201103,10,3,2,8,2736,23,0.00840643274853801
"5497","SL",201104,2,1,1,8,2127,12,0.00564174894217207
"5498","SL",201105,4,2,0,8,2434,14,0.0057518488085456
"5499","SL",201106,0,0,0,1,2477,1,0.00040371417036738
"5500","SL",201107,0,0,0,2,2287,2,0.000874508089199825
"5501","SL",201108,0,3,2,4,2667,9,0.00337457817772778
"5502","SL",201109,1,0,1,0,2896,2,0.00069060773480663
"5503","SL",201110,5,0,0,3,2223,8,0.0035987404408457
"5504","SL",201111,2,0,2,4,2958,8,0.00270453008789723
"5505","SL",201112,0,0,2,0,1821,2,0.00109829763866008
"5506","SL",201201,1,3,0,2,1796,6,0.00334075723830735
"5507","SL",201202,2,0,1,2,1944,5,0.00257201646090535
"5508","SL",201203,5,0,0,2,2696,7,0.00259643916913947
"5509","SL",201204,22,5,4,44,3610,75,0.0207756232686981
"5510","SL",201205,20,12,10,39,3848,81,0.0210498960498961
"5511","SL",201206,4,1,0,8,2258,13,0.00575730735163862
"5512","SL",201207,1,0,0,7,2169,8,0.00368833563854311
"5513","SL",201208,0,0,1,1,2245,2,0.00089086859688196
"5514","SL",201209,2,2,0,0,1494,4,0.00267737617135207
"5515","SL",201210,0,0,0,2,900,2,0.00222222222222222
"5516","SL",201211,4,3,6,5,1444,18,0.0124653739612188
"5517","SL",201212,3,2,0,0,522,5,0.00957854406130268
"5518","SO",199001,0,1,2,7,154,10,0.0649350649350649
"5519","SO",199002,0,0,0,0,113,0,0
"5520","SO",199003,0,0,0,0,114,0,0
"5521","SO",199004,0,0,0,0,151,0,0
"5522","SO",199005,0,0,0,0,154,0,0
"5523","SO",199006,0,1,0,1,129,2,0.0155038759689922
"5524","SO",199007,3,0,0,0,154,3,0.0194805194805195
"5525","SO",199008,3,0,0,1,391,4,0.010230179028133
"5526","SO",199009,0,0,2,0,67,2,0.0298507462686567
"5527","SO",199010,3,0,0,5,221,8,0.0361990950226244
"5528","SO",199011,2,0,3,1,198,6,0.0303030303030303
"5529","SO",199012,3,4,3,11,301,21,0.0697674418604651
"5530","SO",199101,57,11,49,53,1165,170,0.145922746781116
"5531","SO",199102,9,4,8,5,402,26,0.0646766169154229
"5532","SO",199103,2,0,0,0,378,2,0.00529100529100529
"5533","SO",199104,3,0,3,1,261,7,0.0268199233716475
"5534","SO",199105,1,4,2,4,426,11,0.0258215962441315
"5535","SO",199106,2,0,0,6,281,8,0.0284697508896797
"5536","SO",199107,1,0,2,4,341,7,0.0205278592375367
"5537","SO",199108,0,0,0,0,96,0,0
"5538","SO",199109,0,0,0,0,199,0,0
"5539","SO",199110,1,1,2,5,153,9,0.0588235294117647
"5540","SO",199111,2,0,0,1,370,3,0.00810810810810811
"5541","SO",199112,2,0,2,7,537,11,0.0204841713221601
"5542","SO",199201,1,1,0,3,634,5,0.00788643533123028
"5543","SO",199202,2,0,0,0,284,2,0.00704225352112676
"5544","SO",199203,0,1,0,0,202,1,0.00495049504950495
"5545","SO",199204,0,0,0,0,326,0,0
"5546","SO",199205,0,0,0,1,436,1,0.00229357798165138
"5547","SO",199206,1,1,0,0,401,2,0.00498753117206983
"5548","SO",199207,1,0,2,3,323,6,0.0185758513931889
"5549","SO",199208,1,0,0,1,760,2,0.00263157894736842
"5550","SO",199209,1,0,4,1,742,6,0.00808625336927224
"5551","SO",199210,0,0,0,3,549,3,0.00546448087431694
"5552","SO",199211,1,0,0,3,757,4,0.00528401585204756
"5553","SO",199212,2,0,1,5,3545,8,0.00225669957686883
"5554","SO",199301,0,1,0,0,2129,1,0.000469704086425552
"5555","SO",199302,1,0,0,1,1033,2,0.00193610842207164
"5556","SO",199303,0,0,1,1,820,2,0.0024390243902439
"5557","SO",199304,0,0,0,3,439,3,0.00683371298405467
"5558","SO",199305,1,0,0,3,539,4,0.00742115027829314
"5559","SO",199306,0,0,0,0,2429,0,0
"5560","SO",199307,0,0,0,1,1827,1,0.000547345374931582
"5561","SO",199308,1,0,0,1,941,2,0.00212539851222104
"5562","SO",199309,0,0,1,13,1061,14,0.0131950989632422
"5563","SO",199310,3,1,1,5,3758,10,0.00266098988823842
"5564","SO",199311,1,0,0,1,1489,2,0.00134318334452653
"5565","SO",199312,2,4,0,2,1256,8,0.00636942675159236
"5566","SO",199401,1,1,0,10,1356,12,0.00884955752212389
"5567","SO",199402,0,0,0,1,1017,1,0.000983284169124877
"5568","SO",199403,0,0,0,1,1585,1,0.000630914826498423
"5569","SO",199404,2,0,2,0,438,4,0.0091324200913242
"5570","SO",199405,0,0,0,0,364,0,0
"5571","SO",199406,0,0,2,1,209,3,0.0143540669856459
"5572","SO",199407,0,0,0,0,252,0,0
"5573","SO",199408,3,0,5,6,419,14,0.0334128878281623
"5574","SO",199409,0,0,0,2,380,2,0.00526315789473684
"5575","SO",199410,0,0,0,3,419,3,0.00715990453460621
"5576","SO",199411,1,0,0,3,429,4,0.00932400932400932
"5577","SO",199412,0,0,0,0,552,0,0
"5578","SO",199501,0,1,0,0,843,1,0.00118623962040332
"5579","SO",199502,0,0,1,2,982,3,0.00305498981670061
"5580","SO",199503,0,0,0,1,1040,1,0.000961538461538462
"5581","SO",199504,0,0,0,0,377,0,0
"5582","SO",199505,1,0,0,1,272,2,0.00735294117647059
"5583","SO",199506,1,0,0,1,369,2,0.00542005420054201
"5584","SO",199507,0,1,0,0,268,1,0.00373134328358209
"5585","SO",199508,0,0,0,1,432,1,0.00231481481481481
"5586","SO",199509,0,0,0,0,602,0,0
"5587","SO",199510,0,0,0,1,203,1,0.00492610837438424
"5588","SO",199511,2,0,2,2,277,6,0.0216606498194946
"5589","SO",199512,3,0,0,2,304,5,0.0164473684210526
"5590","SO",199601,2,0,0,6,320,8,0.025
"5591","SO",199602,2,0,3,5,247,10,0.0404858299595142
"5592","SO",199603,1,2,0,5,375,8,0.0213333333333333
"5593","SO",199604,2,0,0,2,580,4,0.00689655172413793
"5594","SO",199605,0,0,0,2,248,2,0.00806451612903226
"5595","SO",199606,1,0,0,0,371,1,0.00269541778975741
"5596","SO",199607,0,0,0,0,580,0,0
"5597","SO",199608,2,2,0,4,1096,8,0.0072992700729927
"5598","SO",199609,0,2,0,7,702,9,0.0128205128205128
"5599","SO",199610,1,0,0,2,589,3,0.00509337860780985
"5600","SO",199611,0,0,2,2,591,4,0.00676818950930626
"5601","SO",199612,0,0,0,2,529,2,0.00378071833648393
"5602","SO",199701,0,0,0,0,647,0,0
"5603","SO",199702,0,0,0,0,390,0,0
"5604","SO",199703,0,0,0,3,396,3,0.00757575757575758
"5605","SO",199704,8,1,0,2,524,11,0.0209923664122137
"5606","SO",199705,0,0,0,3,416,3,0.00721153846153846
"5607","SO",199706,0,0,1,4,827,5,0.0060459492140266
"5608","SO",199707,0,0,0,1,604,1,0.00165562913907285
"5609","SO",199708,0,1,0,8,669,9,0.0134529147982063
"5610","SO",199709,2,0,4,5,712,11,0.0154494382022472
"5611","SO",199710,3,0,1,6,749,10,0.0133511348464619
"5612","SO",199711,2,0,0,5,859,7,0.00814901047729918
"5613","SO",199712,0,0,0,0,957,0,0
"5614","SO",199801,4,0,0,2,780,6,0.00769230769230769
"5615","SO",199802,2,1,10,8,891,21,0.0235690235690236
"5616","SO",199803,0,3,0,13,897,16,0.0178372352285396
"5617","SO",199804,6,0,0,3,1459,9,0.00616860863605209
"5618","SO",199805,0,0,1,3,603,4,0.0066334991708126
"5619","SO",199806,1,0,4,7,613,12,0.0195758564437194
"5620","SO",199807,0,0,1,0,346,1,0.00289017341040462
"5621","SO",199808,4,0,0,2,529,6,0.0113421550094518
"5622","SO",199809,0,0,0,3,767,3,0.00391134289439374
"5623","SO",199810,0,0,0,6,488,6,0.0122950819672131
"5624","SO",199811,3,0,0,15,503,18,0.0357852882703777
"5625","SO",199812,0,1,0,3,797,4,0.00501882057716437
"5626","SO",199901,1,1,3,10,496,15,0.030241935483871
"5627","SO",199902,3,0,0,9,335,12,0.0358208955223881
"5628","SO",199903,0,0,0,4,520,4,0.00769230769230769
"5629","SO",199904,0,1,1,2,523,4,0.00764818355640535
"5630","SO",199905,5,1,1,13,621,20,0.0322061191626409
"5631","SO",199906,3,3,0,4,631,10,0.0158478605388273
"5632","SO",199907,5,1,1,8,616,15,0.0243506493506494
"5633","SO",199908,10,3,0,2,602,15,0.0249169435215947
"5634","SO",199909,0,0,0,4,637,4,0.00627943485086342
"5635","SO",199910,2,0,0,2,560,4,0.00714285714285714
"5636","SO",199911,1,1,0,1,623,3,0.00481540930979133
"5637","SO",199912,0,0,2,3,728,5,0.00686813186813187
"5638","SO",200001,2,0,0,9,743,11,0.0148048452220727
"5639","SO",200002,3,0,1,13,748,17,0.0227272727272727
"5640","SO",200003,1,0,3,10,1097,14,0.0127620783956244
"5641","SO",200004,4,0,0,5,963,9,0.00934579439252336
"5642","SO",200005,6,0,2,4,627,12,0.0191387559808612
"5643","SO",200006,0,0,0,1,656,1,0.00152439024390244
"5644","SO",200007,1,0,0,5,1035,6,0.00579710144927536
"5645","SO",200008,3,0,0,3,1438,6,0.00417246175243394
"5646","SO",200009,3,1,2,1,1332,7,0.00525525525525526
"5647","SO",200010,5,1,4,5,1569,15,0.00956022944550669
"5648","SO",200011,3,0,0,11,1340,14,0.0104477611940299
"5649","SO",200012,0,0,0,3,1055,3,0.0028436018957346
"5650","SO",200101,13,1,0,12,1413,26,0.0184005661712668
"5651","SO",200102,4,0,0,0,855,4,0.00467836257309942
"5652","SO",200103,1,0,0,4,1448,5,0.00345303867403315
"5653","SO",200104,3,0,0,0,885,3,0.00338983050847458
"5654","SO",200105,4,0,0,0,1265,4,0.00316205533596838
"5655","SO",200106,3,0,0,12,1346,15,0.0111441307578009
"5656","SO",200107,1,0,0,1,1183,2,0.00169061707523246
"5657","SO",200108,0,1,2,1,1703,4,0.00234879624192601
"5658","SO",200109,0,0,0,6,1295,6,0.00463320463320463
"5659","SO",200110,0,0,0,0,1190,0,0
"5660","SO",200111,5,2,1,0,1794,8,0.00445930880713489
"5661","SO",200112,4,0,3,1,2051,8,0.00390053632374451
"5662","SO",200201,4,2,0,2,2060,8,0.00388349514563107
"5663","SO",200202,0,0,1,7,1431,8,0.00559049615653389
"5664","SO",200203,0,1,0,2,1006,3,0.00298210735586481
"5665","SO",200204,1,0,0,5,1043,6,0.00575263662511985
"5666","SO",200205,0,0,0,8,1530,8,0.00522875816993464
"5667","SO",200206,3,0,1,2,986,6,0.00608519269776876
"5668","SO",200207,9,0,0,11,1755,20,0.0113960113960114
"5669","SO",200208,10,0,4,4,1874,18,0.0096051227321238
"5670","SO",200209,4,0,0,1,997,5,0.00501504513540622
"5671","SO",200210,1,0,2,8,1641,11,0.00670322973796466
"5672","SO",200211,6,0,0,1,1113,7,0.00628930817610063
"5673","SO",200212,0,0,0,8,1315,8,0.00608365019011407
"5674","SO",200301,6,0,0,7,1340,13,0.00970149253731343
"5675","SO",200302,2,0,0,0,846,2,0.00236406619385343
"5676","SO",200303,4,0,0,2,1023,6,0.00586510263929619
"5677","SO",200304,8,0,0,1,1124,9,0.00800711743772242
"5678","SO",200305,0,0,0,0,1183,0,0
"5679","SO",200306,0,0,0,3,1005,3,0.00298507462686567
"5680","SO",200307,4,0,0,7,998,11,0.0110220440881764
"5681","SO",200308,0,0,1,0,757,1,0.00132100396301189
"5682","SO",200309,3,0,0,0,531,3,0.00564971751412429
"5683","SO",200310,3,0,0,17,1284,20,0.0155763239875389
"5684","SO",200311,0,0,0,1,697,1,0.00143472022955524
"5685","SO",200312,0,0,0,0,544,0,0
"5686","SO",200401,2,0,0,1,963,3,0.00311526479750779
"5687","SO",200402,1,0,0,0,743,1,0.00134589502018843
"5688","SO",200403,1,0,0,1,866,2,0.0023094688221709
"5689","SO",200404,5,0,0,0,723,5,0.00691562932226833
"5690","SO",200405,7,0,1,0,1254,8,0.00637958532695375
"5691","SO",200406,0,0,0,2,1028,2,0.00194552529182879
"5692","SO",200407,0,0,0,1,560,1,0.00178571428571429
"5693","SO",200408,0,0,3,2,680,5,0.00735294117647059
"5694","SO",200409,5,0,0,2,1181,7,0.00592718035563082
"5695","SO",200410,1,0,2,1,1671,4,0.00239377618192699
"5696","SO",200411,1,0,0,2,1239,3,0.00242130750605327
"5697","SO",200412,1,0,2,0,1236,3,0.00242718446601942
"5698","SO",200501,1,0,0,2,1440,3,0.00208333333333333
"5699","SO",200502,0,0,0,4,2493,4,0.00160449257922182
"5700","SO",200503,1,0,1,0,2063,2,0.000969461948618517
"5701","SO",200504,0,0,0,3,859,3,0.00349243306169965
"5702","SO",200505,0,0,0,0,1279,0,0
"5703","SO",200506,7,0,0,0,1254,7,0.00558213716108453
"5704","SO",200507,0,2,0,3,1372,5,0.00364431486880466
"5705","SO",200508,2,1,4,1,1535,8,0.00521172638436482
"5706","SO",200509,1,0,0,1,1525,2,0.00131147540983607
"5707","SO",200510,0,0,0,0,1347,0,0
"5708","SO",200511,0,0,0,0,1071,0,0
"5709","SO",200512,0,1,0,0,727,1,0.00137551581843191
"5710","SO",200601,5,0,0,1,1044,6,0.00574712643678161
"5711","SO",200602,0,0,1,0,1271,1,0.000786782061369001
"5712","SO",200603,0,0,0,3,1402,3,0.0021398002853067
"5713","SO",200604,1,0,1,1,1277,3,0.00234925606891151
"5714","SO",200605,2,0,1,3,3926,6,0.00152827305145186
"5715","SO",200606,3,0,1,8,7063,12,0.00169899476143282
"5716","SO",200607,1,0,0,8,5236,9,0.00171886936592819
"5717","SO",200608,5,1,0,2,3661,8,0.0021851953018301
"5718","SO",200609,6,1,4,16,5076,27,0.00531914893617021
"5719","SO",200610,2,0,1,5,3733,8,0.00214304848647201
"5720","SO",200611,8,0,3,12,4931,23,0.00466436828229568
"5721","SO",200612,12,6,7,11,10406,36,0.00345954257159331
"5722","SO",200701,15,7,15,48,12993,85,0.00654198414530901
"5723","SO",200702,6,11,26,39,4333,82,0.0189245326563582
"5724","SO",200703,25,9,33,218,7805,285,0.0365150544522742
"5725","SO",200704,48,14,25,196,9123,283,0.0310204976433191
"5726","SO",200705,15,2,4,68,7115,89,0.0125087842586086
"5727","SO",200706,23,0,6,75,6812,104,0.0152671755725191
"5728","SO",200707,13,1,17,74,5296,105,0.0198262839879154
"5729","SO",200708,15,10,10,126,4806,161,0.0334997919267582
"5730","SO",200709,35,8,24,115,5364,182,0.0339299030574198
"5731","SO",200710,54,6,29,145,7770,234,0.0301158301158301
"5732","SO",200711,27,7,17,150,7071,201,0.0284259652100127
"5733","SO",200712,26,11,10,135,8030,182,0.0226650062266501
"5734","SO",200801,54,12,14,112,5214,192,0.0368239355581128
"5735","SO",200802,28,7,13,148,4945,196,0.0396359959555106
"5736","SO",200803,27,11,14,134,5362,186,0.0346885490488624
"5737","SO",200804,35,7,14,173,7747,229,0.0295598296114625
"5738","SO",200805,51,1,55,205,6936,312,0.0449826989619377
"5739","SO",200806,28,6,39,167,7900,240,0.030379746835443
"5740","SO",200807,27,6,18,134,6655,185,0.0277986476333584
"5741","SO",200808,37,9,9,105,6535,160,0.0244835501147666
"5742","SO",200809,63,4,25,137,8170,229,0.0280293757649939
"5743","SO",200810,32,9,18,204,10204,263,0.0257742061936495
"5744","SO",200811,52,18,24,160,12821,254,0.0198112471726074
"5745","SO",200812,89,21,23,150,14785,283,0.0191410213053771
"5746","SO",200901,52,33,57,204,15321,346,0.0225833822857516
"5747","SO",200902,76,9,54,126,12857,265,0.0206113401260014
"5748","SO",200903,40,21,39,67,12314,167,0.0135617995777164
"5749","SO",200904,60,6,42,179,26688,287,0.010753896882494
"5750","SO",200905,102,17,67,284,16267,470,0.0288928505563411
"5751","SO",200906,76,20,47,245,13170,388,0.0294608959757024
"5752","SO",200907,59,26,44,207,11052,336,0.0304017372421281
"5753","SO",200908,44,25,65,250,15497,384,0.0247789894818352
"5754","SO",200909,120,25,104,288,13482,537,0.0398308856252782
"5755","SO",200910,102,28,77,226,15382,433,0.0281497854635288
"5756","SO",200911,16,6,16,117,11668,155,0.0132841960918752
"5757","SO",200912,60,36,43,289,12792,428,0.033458411507192
"5758","SO",201001,49,11,47,199,13347,306,0.0229265003371544
"5759","SO",201002,50,9,52,108,8090,219,0.027070457354759
"5760","SO",201003,14,7,4,52,4378,77,0.0175879396984925
"5761","SO",201004,26,13,23,78,6081,140,0.0230225291892781
"5762","SO",201005,32,8,26,110,6121,176,0.0287534716549583
"5763","SO",201006,20,9,7,32,3336,68,0.0203836930455636
"5764","SO",201007,24,6,4,42,5159,76,0.0147315371195968
"5765","SO",201008,82,8,31,194,9994,315,0.0315189113468081
"5766","SO",201009,80,16,26,210,10604,332,0.031308940022633
"5767","SO",201010,25,13,19,77,9704,134,0.0138087386644683
"5768","SO",201011,34,11,19,58,11687,122,0.0104389492598614
"5769","SO",201012,38,6,9,53,9451,106,0.0112157443656756
"5770","SO",201101,25,6,22,52,9554,105,0.0109901611890308
"5771","SO",201102,36,9,20,67,14241,132,0.00926901200758374
"5772","SO",201103,13,17,19,60,11835,109,0.00920997042670046
"5773","SO",201104,17,2,7,30,10500,56,0.00533333333333333
"5774","SO",201105,20,8,18,44,8100,90,0.0111111111111111
"5775","SO",201106,25,2,16,148,14002,191,0.0136409084416512
"5776","SO",201107,37,48,39,95,17953,219,0.0121985183534785
"5777","SO",201108,51,46,20,102,22279,219,0.00982988464473271
"5778","SO",201109,24,11,8,75,12699,118,0.00929207024175132
"5779","SO",201110,81,19,48,220,17927,368,0.0205276956545992
"5780","SO",201111,41,7,27,109,13435,184,0.0136955712690733
"5781","SO",201112,21,10,15,84,10465,130,0.0124223602484472
"5782","SO",201201,28,20,21,147,15466,216,0.0139661192292771
"5783","SO",201202,53,29,24,135,16019,241,0.0150446344965354
"5784","SO",201203,35,19,20,172,15027,246,0.0163705330405271
"5785","SO",201204,24,10,12,82,10663,128,0.0120041264184563
"5786","SO",201205,17,6,17,134,12951,174,0.0134352559647904
"5787","SO",201206,23,16,13,68,12285,120,0.00976800976800977
"5788","SO",201207,22,7,22,70,10626,121,0.0113871635610766
"5789","SO",201208,30,9,22,83,10798,144,0.0133358029264679
"5790","SO",201209,54,23,31,201,13955,309,0.0221426012182014
"5791","SO",201210,35,18,14,89,11028,156,0.014145810663765
"5792","SO",201211,37,26,13,84,9128,160,0.0175284837861525
"5793","SO",201212,5,1,6,12,5171,24,0.004641268613421
"5794","SU",199001,8,0,7,15,557,30,0.0538599640933573
"5795","SU",199002,10,3,5,11,470,29,0.0617021276595745
"5796","SU",199003,6,5,5,3,413,19,0.0460048426150121
"5797","SU",199004,10,2,2,8,312,22,0.0705128205128205
"5798","SU",199005,2,1,2,6,318,11,0.0345911949685535
"5799","SU",199006,5,0,0,6,250,11,0.044
"5800","SU",199007,1,2,1,2,217,6,0.0276497695852535
"5801","SU",199008,2,3,1,1,269,7,0.0260223048327138
"5802","SU",199009,0,0,0,0,227,0,0
"5803","SU",199010,2,1,1,0,505,4,0.00792079207920792
"5804","SU",199011,3,0,0,9,351,12,0.0341880341880342
"5805","SU",199012,3,0,0,3,322,6,0.0186335403726708
"5806","SU",199101,5,0,1,1,361,7,0.0193905817174515
"5807","SU",199102,1,4,4,2,404,11,0.0272277227722772
"5808","SU",199103,1,0,0,2,295,3,0.0101694915254237
"5809","SU",199104,3,0,2,4,235,9,0.0382978723404255
"5810","SU",199105,10,4,7,8,447,29,0.0648769574944072
"5811","SU",199106,11,3,1,2,456,17,0.037280701754386
"5812","SU",199107,1,0,1,0,417,2,0.00479616306954436
"5813","SU",199108,15,1,1,0,313,17,0.0543130990415335
"5814","SU",199109,17,0,1,2,398,20,0.050251256281407
"5815","SU",199110,16,1,4,5,511,26,0.050880626223092
"5816","SU",199111,2,6,3,10,331,21,0.0634441087613293
"5817","SU",199112,10,0,4,2,574,16,0.0278745644599303
"5818","SU",199201,6,2,0,2,503,10,0.0198807157057654
"5819","SU",199202,10,2,0,1,356,13,0.0365168539325843
"5820","SU",199203,0,4,1,1,460,6,0.0130434782608696
"5821","SU",199204,7,4,1,4,585,16,0.0273504273504274
"5822","SU",199205,25,4,6,4,536,39,0.0727611940298507
"5823","SU",199206,11,3,12,5,369,31,0.0840108401084011
"5824","SU",199207,15,1,3,4,270,23,0.0851851851851852
"5825","SU",199208,6,0,2,1,332,9,0.0271084337349398
"5826","SU",199209,6,1,3,3,328,13,0.0396341463414634
"5827","SU",199210,10,0,0,2,377,12,0.0318302387267905
"5828","SU",199211,21,0,0,3,526,24,0.0456273764258555
"5829","SU",199212,19,2,6,1,503,28,0.0556660039761431
"5830","SU",199301,8,0,5,0,541,13,0.0240295748613678
"5831","SU",199302,28,0,1,5,858,34,0.0396270396270396
"5832","SU",199303,2,1,2,6,604,11,0.0182119205298013
"5833","SU",199304,18,1,6,11,585,36,0.0615384615384615
"5834","SU",199305,14,0,3,10,776,27,0.0347938144329897
"5835","SU",199306,7,0,1,1,654,9,0.0137614678899083
"5836","SU",199307,4,4,0,5,527,13,0.0246679316888046
"5837","SU",199308,11,0,12,9,648,32,0.0493827160493827
"5838","SU",199309,9,0,4,4,245,17,0.0693877551020408
"5839","SU",199310,4,0,0,5,336,9,0.0267857142857143
"5840","SU",199311,13,0,2,1,230,16,0.0695652173913043
"5841","SU",199312,4,1,0,7,487,12,0.0246406570841889
"5842","SU",199401,24,3,8,10,747,45,0.0602409638554217
"5843","SU",199402,19,6,11,15,881,51,0.05788876276958
"5844","SU",199403,22,2,7,4,463,35,0.0755939524838013
"5845","SU",199404,5,3,0,3,324,11,0.0339506172839506
"5846","SU",199405,4,2,1,5,331,12,0.0362537764350453
"5847","SU",199406,2,3,0,3,312,8,0.0256410256410256
"5848","SU",199407,7,1,2,4,268,14,0.0522388059701493
"5849","SU",199408,5,3,4,3,891,15,0.0168350168350168
"5850","SU",199409,16,0,6,1,638,23,0.0360501567398119
"5851","SU",199410,8,0,1,1,371,10,0.0269541778975741
"5852","SU",199411,6,3,3,7,456,19,0.0416666666666667
"5853","SU",199412,1,3,0,8,585,12,0.0205128205128205
"5854","SU",199501,1,1,4,6,537,12,0.0223463687150838
"5855","SU",199502,2,1,3,4,515,10,0.0194174757281553
"5856","SU",199503,12,4,2,7,719,25,0.0347705146036161
"5857","SU",199504,11,1,11,12,772,35,0.0453367875647668
"5858","SU",199505,9,4,5,14,480,32,0.0666666666666667
"5859","SU",199506,4,1,3,6,1180,14,0.011864406779661
"5860","SU",199507,26,6,9,5,2116,46,0.0217391304347826
"5861","SU",199508,7,3,4,8,823,22,0.0267314702308627
"5862","SU",199509,3,0,4,5,1312,12,0.00914634146341463
"5863","SU",199510,26,1,3,2,570,32,0.056140350877193
"5864","SU",199511,4,3,4,3,673,14,0.0208023774145617
"5865","SU",199512,25,3,1,7,640,36,0.05625
"5866","SU",199601,4,3,4,3,865,14,0.0161849710982659
"5867","SU",199602,10,1,2,4,1171,17,0.0145175064047822
"5868","SU",199603,21,9,8,8,1233,46,0.0373073803730738
"5869","SU",199604,14,4,3,14,884,35,0.0395927601809955
"5870","SU",199605,9,2,3,6,591,20,0.0338409475465313
