"Z","Lat","Lon"
2,-16.8834,31.1225
3,-16.8939,30.1683
2,-16.9167,35.3
1,-16.9191,31.5571
6,-16.9225,31.5397
1,-16.9415,30.8341
5,-16.95,25
1,-16.9667,24.5333
1,-16.9667,32.8667
2,-16.9706,29.3617
1,-16.9736,31.5407
2,-16.9841,31.5603
21,-17.0294,38.0731
3,-17.0333,30.85
1,-17.0422,38.0067
9,-17.0667,15.7333
1,-17.0667,30.2
2,-17.0667,37.7658
2,-17.0703,36.7525
1,-17.1167,24.7167
11,-17.1644,34.8939
3,-17.1667,16
3,-17.1681,33.5539
3,-17.1779,32.0438
10,-17.1989,37.8486
2,-17.2614,27.4618
10,-17.2642,38.135
4,-17.2667,14.5667
6,-17.3,30.9667
11,-17.3019,31.3306
1,-17.3055,31.3548
5,-17.3161,34.2842
2,-17.3247,23.0268
5,-17.3269,35.5842
28,-17.3358,33.0531
4,-17.3367,35.3456
2,-17.3567,27.2225
3,-17.3617,35.4858
1,-17.3667,27.15
8,-17.3667,30.2
1,-17.3808,34.4381
1,-17.3833,23
3,-17.3847,36.1275
1,-17.4019,32.2768
4,-17.4206,35.0658
9,-17.4217,33.3544
2,-17.4294,36.515
5,-17.4333,19.9667
36,-17.44,35.0739
2,-17.45,30.05
1,-17.4609,31.5809
1,-17.4667,29.9167
1,-17.4667,29.9667
3,-17.4667,30.0833
1,-17.4667,30.9167
2,-17.4743,24.2322
1,-17.4928,32.1495
18,-17.5,32
4,-17.502,25.5458
1,-17.504,30.9739
1,-17.5167,24.85
1,-17.5167,30.25
7,-17.5333,27.0833
1,-17.5544,37.1278
1,-17.5603,35.0389
3,-17.5959,31.5989
4,-17.6,18.6167
4,-17.6203,27.3414
1,-17.65,20.0167
3,-17.6647,25.6235
1,-17.6667,27.0833
1,-17.6667,30.8
2,-17.6694,36.8636
6,-17.7069,37.1894
3,-17.7119,31.5312
1,-17.7138,31.2776
1,-17.7167,30.55
2,-17.7317,33.3978
3,-17.7333,30.4167
6,-17.75,30.1667
47,-17.75,36
8,-17.7511,30.9261
8,-17.7567,31.1036
1,-17.7667,31.6167
2,-17.7811,31.1777
4,-17.7886,31.1228
9,-17.7913,31.1711
2,-17.7964,31.0692
2,-17.8031,31.0497
3,-17.8047,31.0167
3,-17.8057,31.2101
1,-17.8103,30.955
1104,-17.8178,31.0447
1,-17.8244,31.0736
1,-17.8303,30.9822
1,-17.8333,30.7
1,-17.8362,31.1866
1,-17.8406,31.1161
4,-17.8419,25.8542
1,-17.85,25.8333
1,-17.8508,31.0514
1,-17.8511,31.0786
2,-17.8544,30.9672
25,-17.8547,30.99
6,-17.8581,31.0372
2,-17.8667,25.85
1,-17.8667,30.9225
239,-17.8786,36.8883
1,-17.8806,30.9744
1,-17.8833,29.9
1,-17.8833,30.7
2,-17.8897,31.2447
4,-17.8981,33.9392
2,-17.9022,30.9231
3,-17.9044,31.0142
1,-17.9078,30.9481
2,-17.9167,25.85
2,-17.9167,30.7167
2,-17.9203,31.1011
197,-17.9235,25.843
4,-17.9236,35.4319
301,-17.9644,34.3906
1,-17.993,30.9968
6,-17.9946,26.8446
2,-17,28
5,-17,29.5
18,-17,31
39,-17,37
1,-18.001,31.0833
4,-18.0127,31.0756
1,-18.0134,31.0652
1,-18.0167,20.8
5,-18.0333,36.8333
1,-18.05,26.25
4,-18.0643,30.8747
15,-18.069,30.4436
4,-18.0896,30.4389
1,-18.1167,31.5667
2,-18.1302,30.1407
1,-18.1347,34.4286
1,-18.1453,33.2028
1,-18.1464,30.6277
3,-18.15,31.5333
5,-18.1809,28.2339
10,-18.1853,31.5519
12,-18.2159,32.7411
1,-18.2164,33.4675
12,-18.2167,29.8
7,-18.2189,35.16
3,-18.2333,29.3
7,-18.25,29.1667
2161,-18.25,35
1,-18.2773,32.0515
35,-18.2908,35.9453
2,-18.3,30.85
2,-18.3043,30.7421
3,-18.3203,33.2092
1,-18.3298,31.7369
1,-18.3333,29.9153
17,-18.35,32.3167
3,-18.35,33.45
1,-18.3519,31.1607
1,-18.3658,31.7054
7,-18.3667,26.4833
53,-18.3786,35.3942
2,-18.3928,36.1053
3,-18.4036,34.9958
24,-18.4153,35.0225
1,-18.4345,27.1147
4,-18.4803,34.2092
1,-18.4833,32.3
10,-18.5,34.25
1,-18.5279,32.1284
2,-18.5339,29.5434
1,-18.5811,32.0411
2,-18.6114,31.5857
2,-18.6253,35.3264
1,-18.6624,29.7842
597,-18.6756,34.0728
1,-18.6927,32.9095
1,-18.7059,32.168
2,-18.7361,36.1622
2,-18.8196,30.9888
2,-18.8422,34.4767
1,-18.8503,33.1475
2,-18.8667,32.65
1,-18.9167,34.9
8,-18.9281,29.8149
18,-18.9315,27.807
119,-18.9333,32.8771
2,-18.9356,35.835
2,-18.9511,33.2686
1,-18.9707,32.5613
6,-18.986,32.7355
2,-18.9992,28.8983
2,-19.0724,31.1633
2,-19.0751,31.7432
1,-19.0788,32.0399
2,-19.0833,29.8
1,-19.0833,32.75
3,-19.0833,35.1833
6,-19.1,29.9333
2,-19.1005,31.8435
106,-19.1164,33.4833
7,-19.1333,32.8667
1,-19.1782,31.6738
4,-19.1866,27.5139
5,-19.1947,33.8939
3,-19.2531,33.4867
11,-19.2664,33.185
14,-19.2692,34.2128
1,-19.2792,30.5283
1,-19.2833,27.65
2,-19.2919,30.444
1,-19.3,29.7167
3,-19.3047,34.2556
7,-19.3099,30.5291
2,-19.3108,34.9517
2,-19.3167,29.7667
9,-19.3208,31.4396
1,-19.3667,30.0167
1,-19.3755,27.2185
8,-19.4028,31.7536
15,-19.4039,33.2903
1,-19.4134,30.7156
16,-19.45,29.8167
1,-19.4561,30.9007
4,-19.4667,29.7667
2,-19.4938,31.5487
56,-19.5008,31.6394
1,-19.5216,31.5129
4,-19.5456,33.5092
2,-19.5484,31.5909
2,-19.55,32.6667
1,-19.591,27.1656
23,-19.6094,34.7431
1,-19.611,31.548
5,-19.6444,31.6335
8,-19.6445,31.1518
1,-19.6529,31.6381
13,-19.6589,35.1317
5,-19.6702,30.0059
1,-19.7042,31.6329
1,-19.705,33.0358
2,-19.7119,34.7575
2,-19.7131,31.5693
7,-19.7161,35.0122
7,-19.7268,31.5283
13,-19.7556,27.7651
1,-19.7562,31.85
3,-19.7833,29.2
7,-19.8,32.8667
1,-19.8169,34.8881
1,-19.8432,31.9672
844,-19.8436,34.8389
3,-19.8555,30.8586
1,-19.8814,34.6008
1,-19.8874,31.3696
2,-19.9293,31.8153
1,-19.9607,31.1448
4,-19.9708,31.8884
4,-19.9735,31.6605
1,-19.9752,28.0983
1,-19.9954,31.8542
3,-19,32.5
1,-19,32.5833
13,-2.0015,29.7976
2,-2.0036,29.3937
8,-2.0149,29.403
10,-2.0195,29.6809
2,-2.0226,29.4627
1,-2.02362,40.8674
1,-2.02458,30.0239
2,-2.0305,29.8503
16,-2.0353,29.9747
3,-2.0398,30.3035
59,-2.0407,30.1201
2,-2.043,29.8427
1,-2.0524,29.4092
3,-2.05257,29.7067
3,-2.053,29.5117
1,-2.0567,29.5225
25,-2.0597,29.3482
1,-2.0614,30.4043
1,-2.06667,28.5667
1,-2.0699,29.3724
2,-2.0721,30.1505
72,-2.0761,29.7551
207,-2.0841,29.9545
2,-2.086,30.5502
1,-2.0876,29.5039
12,-2.097,29.7513
31,-2.1,27.1333
1,-2.1,40.7833
1,-2.1084,30.4531
3,-2.1146,29.9663
3,-2.11583,12.7669
3,-2.1226,30.7219
3,-2.13182,30.424
1,-2.13556,28.8281
1,-2.13811,38.2656
5,-2.1418,30.0881
2,-2.1489,29.8082
3,-2.1597,30.5427
1,-2.1641,30.6475
12,-2.16667,16.2333
1,-2.16667,29.3333
25,-2.1728,29.7553
1,-2.174,29.9474
2410,-2.1741,29.2933
2,-2.1773,30.5819
3,-2.17899,29.3412
1,-2.1853,29.2779
5,-2.20278,15.035
181,-2.2107,29.2199
1,-2.2182,30.084
1,-2.2194,29.6785
42,-2.2207,29.2075
30,-2.2241,29.6987
3,-2.2271,29.4318
2,-2.2285,29.2199
1,-2.23333,40.8167
3,-2.23428,40.8466
4,-2.23472,40.4778
1,-2.2478,29.7543
2,-2.2488,29.8143
1,-2.25534,29.7945
4,-2.25771,29.2212
1,-2.26667,26.7667
4,-2.26842,40.1109
84,-2.26925,40.8991
1,-2.2705,30.6767
13,-2.28037,40.8582
1,-2.2824,29.4262
2,-2.3,23.2833
7,-2.3,26.7833
2,-2.3,38.2167
4,-2.3001,30.128
1,-2.3019,40.9393
1,-2.31667,29.8167
4,-2.31992,29.8361
1,-2.32694,14.5706
3,-2.33222,12.7547
2,-2.33333,29.6667
1,-2.34832,29.8773
3,-2.3499,29.7753
3,-2.35181,40.1424
1,-2.35922,40.5603
1,-2.3656,29.8043
2,-2.3736,30.5174
4,-2.3807,30.7821
1,-2.38333,28.7833
3,-2.385,30.7858
1,-2.38861,30.7811
2,-2.39028,28.6192
1,-2.3907,30.431
1,-2.3966,29.6912
1,-2.3998,30.4789
2,-2.4,29
2,-2.41107,40.2019
1,-2.41117,37.9652
1,-2.41667,26.8833
18,-2.43279,40.2161
1,-2.4332,29.6565
16,-2.4359,29.7683
1,-2.4421,28.9824
3,-2.44394,40.1699
10,-2.4461,30.4171
28,-2.45,26.1667
3,-2.45,32.1167
1,-2.452,30.45
1,-2.4531,29.78
1,-2.45544,40.1922
61,-2.4574,30.4038
1,-2.4615,30.294
16,-2.46397,29.5739
2,-2.4643,30.3799
5,-2.4712,29.5998
4,-2.4734,29.4166
29,-2.4753,30.3084
2,-2.4775,30.3646
20,-2.47791,40.4662
3,-2.4799,29.527
11,-2.4814,30.3933
25,-2.4815,28.9204
38,-2.48333,26.7833
76,-2.4846,28.9075
10,-2.4884,28.9329
1,-2.4914,28.9155
3,-2.4926,29.5235
15,-2.4928,29.7809
5,-2.4968,29.9104
5,-2.4974,28.9265
2,-2.4988,29.6424
3,-2.4995,28.893
2,-2.5,18.25
170,-2.5,28
1,-2.50009,28.9666
10,-2.5039,28.9006
13,-2.5044,30.0253
6,-2.50583,14.7075
10,-2.50653,40.2726
5,-2.5075,30.0731
5,-2.5079,28.9294
395,-2.50833,28.8608
6,-2.50974,40.2977
15,-2.51222,30.6558
1,-2.5126,28.9794
1,-2.51439,40.3572
3,-2.51667,29.3167
4,-2.51667,32.9
3,-2.52006,40.3247
1,-2.52175,28.8966
5,-2.52565,40.5262
2,-2.5272,29.7407
1,-2.5297,29.0333
1,-2.5302,29.5749
6,-2.539,28.9414
1,-2.5399,29.0443
1,-2.5449,28.9997
3,-2.5471,29.0186
11,-2.54804,28.8982
1,-2.5485,28.9623
1,-2.5534,30.1913
3,-2.5612,29.0061
5,-2.5616,29.0272
3,-2.5678,28.9916
2,-2.5715,29.6763
2,-2.57889,30.8564
51,-2.5819,29.4636
1,-2.5825,30.3869
2,-2.583,29.4928
4,-2.5845,30.0959
3,-2.6,28.6167
5,-2.603,29.6444
1,-2.6034,30.003
23,-2.6048,30.1432
6,-2.61833,31.3278
4,-2.6191,29.4958
2119,-2.6195,29.4887
1,-2.6195,30.2237
1,-2.623,29.7973
17,-2.6255,29.4548
6,-2.6257,29.5624
1,-2.62833,28.6658
147,-2.631,29.5048
2,-2.6319,30.4044
2,-2.6353,29.618
4,-2.6438,29.0115
3,-2.6465,29.5591
3,-2.6538,29.4588
1,-2.6575,30.4123
2,-2.66139,30.5975
2,-2.6659,28.9424
1,-2.66667,37.2833
5,-2.6681,29.4879
6,-2.6682,28.9565
2,-2.67089,29.4727
4,-2.6783,29.2558
3,-2.6801,29.703
1,-2.6817,30.0268
1,-2.6827,30.3448
5,-2.6829,30.1397
3,-2.68472,12.6153
4,-2.6874,30.3852
2,-2.6922,30.5103
7,-2.6925,29.436
2,-2.6926,29.0364
2,-2.6971,29.0122
3,-2.6987,29.4637
3,-2.6988,29.5727
9,-2.70879,29.242
1,-2.7153,30.1309
5,-2.71667,25.8833
1,-2.7189,30.1042
1,-2.7266,30.0706
2,-2.7308,30.1556
2,-2.7345,30.1322
1,-2.7381,30.1616
2,-2.74584,37.3909
1,-2.7513,29.1094
17,-2.76667,29
1,-2.76667,34.35
2,-2.7737,29.1531
2,-2.7758,29.1785
2,-2.7827,29.1399
7,-2.78889,29.7417
2,-2.8,37.5333
3,-2.8032,30.1118
4,-2.80861,30.5317
8,-2.8095,29.082
4,-2.8189,29.1755
1,-2.8218,29.5853
5,-2.8297,29.6534
4,-2.8355,29.1978
2,-2.83806,14.6997
1,-2.84389,28.5589
17,-2.8441,30.1731
18,-2.8451,30.3414
2,-2.8453,29.2287
1,-2.8462,29.6282
3,-2.8497,29.1623
3,-2.85041,29.7448
4,-2.8505,29.5374
2,-2.852,30.2207
3,-2.8573,29.6972
1,-2.86434,38.1126
15,-2.86667,29.0333
1,-2.86667,32.1667
2,-2.874,29.1562
8,-2.8756,30.1318
6,-2.8807,29.3361
1,-2.8814,30.1189
168,-2.8869,29.1248
6,-2.8881,29.2057
1,-2.892,29.191
3,-2.8998,29.2874
1,-2.9047,29.26
4,-2.9174,29.516
3,-2.9205,29.5569
92,-2.9221,29.6293
4,-2.927,29.191
3,-2.92778,28.5314
6,-2.9297,30.2064
2,-2.931,29.5811
1,-2.93333,28.2833
1,-2.9344,30.423
8,-2.9375,29.6925
1,-2.944,29.1855
1,-2.9468,30.1629
337,-2.95,25.95
1,-2.95056,12.7261
1,-2.9511,29.2737
2,-2.9565,40.0936
12,-2.9568,30.2818
6,-2.9583,29.7188
2,-2.9653,29.7332
29,-2.9663,29.1944
3,-2.96667,30.7167
1,-2.9671,30.2313
54,-2.9719,29.1788
4,-2.9797,29.6523
12,-2.9803,29.6257
1,-2.98722,12.0608
2,-2.99208,38.4619
1,-2.99306,29.3569
2,-2.9951,29.6561
1,-2.9985,29.2191
1,-2.9987,29.6619
2,-2.9995,29.6804
2,-2.9996,30.3063
5567,-2,30
1,-2,31.5
1,-2,37.6667
1,-20.0117,28.8333
2,-20.0233,32.6887
1,-20.0333,33.8
8,-20.05,27.7667
30,-20.0637,30.8277
10,-20.0672,28.3972
3,-20.0747,30.9583
1,-20.1,28.5
3,-20.1148,31.0356
5,-20.1253,28.5439
1,-20.1253,33.76
2,-20.1356,28.5689
5,-20.1361,28.5172
1,-20.1369,28.5058
1,-20.1419,28.5753
1,-20.1483,28.5211
24,-20.15,28.5833
866,-20.155,34.7317
2,-20.1717,33.0522
4,-20.1833,30.9
1,-20.185,28.5169
6,-20.1883,32.6236
5,-20.1894,33.7267
1,-20.1975,28.5319
3,-20.24,32.9439
1,-20.25,31.8333
12,-20.2667,30.9167
14,-20.2733,34.6472
6,-20.2919,33.6594
1,-20.3073,30.5102
20,-20.3159,32.8948
1,-20.3667,32.6
1,-20.3819,29.1842
5,-20.4088,28.4778
1,-20.429,30.5966
12,-20.4628,33.8967
3,-20.4725,34.2142
1,-20.4753,31.6886
1,-20.4772,29.9085
1,-20.4821,30.6495
2,-20.4833,27.8167
21,-20.5122,33.7031
1,-20.5333,28.8833
1,-20.5333,29.285
104,-20.5769,33.8358
2,-20.6141,31.3165
1,-20.6287,31.2398
1,-20.6288,30.4517
2,-20.6967,32.8325
1,-20.7167,31.0833
1,-20.7312,27.944
1,-20.8306,33.3736
3,-20.8314,33.4675
2,-20.8533,28.251
10,-20.88,33.3506
2,-20.9094,31.8077
2,-20.9113,28.4709
2,-20.9362,29.007
4,-20.9481,30.2065
24,-20.9725,35.0086
4,-20.9881,35.0222
1742,-20,30
30,-20,43
3,-21.0235,30.7675
1,-21.05,31.6667
1,-21.1667,31.55
2,-21.2667,28.4833
3,-21.2989,33.2847
6,-21.3739,34.2267
1,-21.4333,34.4833
1,-21.5317,35.4856
1,-21.5347,35.2022
2,-21.6558,35.0942
2,-21.7197,34.9917
2,-21.7494,34.9808
8,-21.75,31.3667
1,-21.8669,31.1081
2,-21,28.5
1,-21,31.5
1,-21,35.0333
12,-22.0125,32.39
4,-22.0792,31.6786
3,-22.2071,29.3725
2,-22.2167,30
2,-22.2667,29.1667
2,-22.3931,33.7772
3,-22.424,30.5856
2,-22.4633,29.5211
1,-22.4694,29.2336
1,-22.5052,29.9751
1,-22.5425,31.7253
1,-22.5971,28.3956
1,-22.5975,33.7181
1,-22.6167,29.8667
34,-22.6347,33.6178
3,-22.6561,35.0858
2,-22.6828,35.1733
4,-22.688,29.7998
1,-22.76,28.7988
1,-22.7689,29.5394
1,-22.7718,29.6975
5,-22.7778,33.8319
7,-22.8,30.5667
3,-22.8292,33.5239
1,-22.8435,29.6731
8,-22.8456,31.9414
4,-22.9069,30.7618
1,-22.9435,30.6732
1,-22.9444,30.4691
1,-22.9456,30.485
3,-22.95,29.4167
2,-22.9504,29.5689
1,-22.9581,34.6247
1,-22.9582,30.6686
1,-22.9698,28.674
1,-22.9916,30.2102
9,-22,35.3167
2,-23.0544,30.8211
1,-23.0967,35.3378
1,-23.1192,35.1811
641,-23.2177,27.9055
3,-23.35,32.15
4,-23.3508,28.1603
2,-23.3528,33.4508
1,-23.401,28.7459
2,-23.4092,30.7855
3,-23.4447,30.6363
2,-23.4634,28.0707
2,-23.6167,28.9333
2,-23.6622,32.8378
4,-23.7112,29.2263
1,-23.7152,28.1987
4,-23.7317,35.0039
1,-23.7569,33.3747
4,-23.795,35.5353
5,-23.8,34.9833
2,-23.806,29.0356
2,-23.8147,35.3469
3,-23.8332,30.1635
2,-23.8333,31.5
10,-23.8466,29.388
169,-23.865,35.3833
1,-23.8724,30.455
22,-23.8844,35.1514
1,-23.89,29.7571
1,-23.9,30.0667
2,-23.9028,31.9539
62,-23.9045,29.4689
473,-23.9167,30.2833
2,-23.9489,33.0183
2,-23.9495,29.1207
4,-23.9667,31.1667
6,-24.0944,35.2672
1,-24.1122,35.3181
2,-24.1333,30.3667
1,-24.1864,32.7553
2,-24.1964,35.3597
3,-24.2228,35.3733
1,-24.2833,30.55
5,-24.3,30.5167
2,-24.3097,34.9406
2,-24.3167,29.5333
1,-24.3512,30.9533
1,-24.3998,30.7418
1,-24.4167,30.0333
1,-24.4333,30.6
12,-24.4873,28.7328
8,-24.4886,33.0203
2,-24.4911,32.0858
1,-24.4922,29.1848
6,-24.4975,33.0133
1,-24.5197,33.4236
52,-24.5333,32.9833
1,-24.6429,29.6978
23,-24.6657,30.1493
1,-24.6739,34.5797
2,-24.6754,29.7081
1,-24.6828,34.6686
2,-24.6833,30.8167
54,-24.6867,33.5306
1,-24.7,28.4
12,-24.7117,33.8828
1,-24.7261,34.7661
1,-24.7307,29.7916
2,-24.742,31.3442
5,-24.8005,31.5408
1,-24.8083,32.4714
1,-24.8318,30.9597
3,-24.836,31.0672
2,-24.8367,34.0158
7,-24.8667,28.6167
3,-24.8935,31.5483
4,-24.9012,27.5076
10,-24.9322,33.3603
2,-24.9381,33.4372
2,-24.9383,32.3056
6,-24.9511,33.125
2,-24.9644,33.2156
1,-24.9663,29.2907
2,-24.9925,32.9844
1,-24,32
5,-25.002,29.7134
12,-25.0083,33.7889
9,-25.0231,32.6481
2,-25.0269,33.0989
1,-25.0333,29.7333
1,-25.0333,31.1
1,-25.0383,29.5857
2,-25.0422,32.7869
27,-25.0519,33.6442
1,-25.1132,29.0445
3,-25.142,27.6772
9,-25.1667,33.1917
19,-25.1797,28.1135
2,-25.2333,32.2
1,-25.2437,28.1262
1,-25.2821,29.1533
12,-25.3167,32.9667
267,-25.3464,27.0973
1,-25.354,26.5301
14,-25.3667,27.7333
1,-25.3667,32.2
1,-25.3798,31.8534
4,-25.3817,28.2644
2,-25.4283,32.7183
5,-25.4332,31.9548
14,-25.4428,31.9953
3,-25.4666,31.5874
1,-25.4729,28.0992
13,-25.4745,30.9703
3,-25.495,32.6542
2,-25.4977,28.1007
9,-25.5,32.3333
1,-25.5,32.6333
2,-25.5167,28.3
5,-25.5667,30.8667
120,-25.5833,27.5667
1,-25.5958,23.7266
7,-25.5961,32.2433
1,-25.6,31.75
1,-25.6054,27.9875
1,-25.6119,32.6942
2,-25.6347,27.7802
1,-25.65,32.3
3,-25.65,32.4167
8,-25.6676,27.2421
1,-25.6895,28.5426
1828,-25.7069,28.2294
4,-25.7098,31.145
9,-25.713,28.3653
2,-25.7217,28.4969
17,-25.7369,32.6764
1,-25.7623,27.7892
2,-25.7667,30.2667
1,-25.7667,31.0167
1,-25.7715,28.1358
2,-25.7726,30.5826
4,-25.7833,32.5856
4,-25.787,28.1039
2,-25.7983,27.9417
3,-25.8,28.1167
2,-25.8102,28.7425
3,-25.8147,31.7912
1,-25.8156,23.5244
2,-25.8172,28.4617
1,-25.825,27.1948
101,-25.8292,32.4572
2,-25.8306,32.1667
3,-25.8356,24.5056
3,-25.845,32.5456
7,-25.85,25.6333
2,-25.8581,32.73
3,-25.8622,23.9146
5,-25.8652,25.6442
4,-25.8713,29.2332
3,-25.875,32.5994
9,-25.8808,32.5911
1,-25.8808,32.6183
3,-25.8905,22.9938
4,-25.8986,32.4861
5,-25.9332,31.9525
14,-25.9414,32.5647
2,-25.944,27.4974
2,-25.9506,32.5739
1,-25.9541,30.5627
5,-25.9636,28.1378
4556,-25.9653,32.5892
8,-25.9703,32.0256
2,-25.9819,32.5933
1,-25.9853,32.5533
2,-25,32.0833
3,-26.002,27.6175
2,-26.0092,32.5667
6,-26.0098,28.2276
15,-26.0101,25.5353
52,-26.0102,25.5354
2,-26.0283,32.39
3,-26.0417,32.3253
19,-26.05,27.9667
1,-26.0521,28.0281
38,-26.0532,28.0596
1,-26.0611,32.1031
184,-26.0833,28.25
10,-26.0928,27.7907
1,-26.0988,28.233
1,-26.0991,27.9759
2,-26.1,28.0667
2,-26.1052,28.1548
2,-26.1117,27.7485
2,-26.1207,28.0379
7,-26.1382,28.4249
3,-26.142,27.7979
2,-26.1624,28.0513
3,-26.1667,28.4
1,-26.1705,23.1105
3,-26.1792,32.7006
8,-26.1821,28.0267
1,-26.1833,27.8833
7,-26.1833,28.25
4,-26.1892,28.0488
1381,-26.2,28.0833
8,-26.215,28.2547
3,-26.2348,28.1767
2,-26.2366,28.3694
6,-26.2424,28.1512
1,-26.2471,28.0473
1,-26.2495,28.3709
1,-26.25,27.8333
1,-26.25,28.05
1,-26.25,32
2,-26.253,27.8883
4,-26.2594,27.8768
385,-26.2667,27.8667
11,-26.2728,27.8876
5,-26.2834,27.6993
4,-26.2861,27.841
9,-26.2935,29.5297
1,-26.2971,27.8978
2,-26.3028,32.3286
1,-26.3065,28.1461
48,-26.314,26.8222
4,-26.3205,27.8356
6,-26.3246,27.321
6,-26.3399,28.157
1,-26.3459,28.4285
3,-26.3574,28.2076
4,-26.3667,28.0667
2,-26.3905,28.4416
2,-26.3949,27.3209
35,-26.4192,32.6914
1,-26.4525,24.0991
12,-26.4753,32.6483
12,-26.4761,27.8648
2,-26.4886,27.4939
2,-26.5048,28.3592
5,-26.5062,27.9247
6,-26.5152,23.6567
1,-26.5295,25.8089
5,-26.5497,28.7306
142,-26.5559,22.5301
16,-26.559,27.8441
10,-26.5706,22.8391
2,-26.6,27.8667
5,-26.6173,25.2759
16,-26.6338,27.6799
1,-26.6633,28.5902
7,-26.666,27.8514
1,-26.6731,27.9261
55,-26.6842,27.8743
1,-26.7081,29.013
8,-26.7117,27.8379
5,-26.7167,27.1
1,-26.7255,23.1598
1,-26.7333,32.8167
2,-26.7667,27.95
2,-26.8159,27.8297
2,-26.8333,28.0667
143,-26.842,26.5632
2,-26.8521,26.6667
3,-26.9833,28.85
1,-27.0071,30.8132
11,-27.0514,24.8335
1,-27.0551,32.551
2,-27.0625,20.5994
1,-27.121,27.5169
1,-27.1331,31.9971
1,-27.1401,26.5336
1,-27.1726,28.6441
2,-27.1894,32.4634
3,-27.1962,23.1796
1,-27.2001,22.5238
2,-27.25,29.3667
2,-27.2667,25.8333
2,-27.2986,28.3125
1,-27.35,22.5
2,-27.35,28.4833
1,-27.3549,30.1438
1,-27.3887,26.617
1,-27.3913,23.2217
1,-27.4296,32.0666
1,-27.5289,28.6968
1,-27.5833,29.9667
1,-27.6195,27.9279
2,-27.8383,22.857
2,-27.85,28.3
2,-27.85,31.3667
2,-27.8554,30.4195
12,-27.8818,31.534
1,-27.9253,25.9196
12,-27.9314,27.7839
1,-27.9667,30.3
2,-27.9741,27.2335
2,-27.9864,26.7066
4,-27.9943,31.9986
2,-27.9972,30.2585
1,-28.0154,28.4459
6,-28.0188,22.4631
1,-28.0333,32.2833
1,-28.0552,22.8839
5,-28.1167,30.35
39,-28.165,27.7492
1,-28.1662,29.1732
1,-28.1668,30.2337
1,-28.1675,31.5998
1,-28.18,30.5268
2,-28.2119,31.2758
2,-28.265,29.741
2,-28.3194,30.7359
1,-28.3339,23.0654
2,-28.3352,31.4162
1,-28.3567,30.7788
3,-28.3995,31.8505
7,-28.4018,29.8208
1,-28.4096,30.6369
2,-28.4469,30.8048
4,-28.4478,21.2561
1,-28.4895,26.1795
1,-28.5328,27.5255
1,-28.5333,26.9833
2,-28.5529,30.425
4,-28.5539,29.7827
126,-28.6207,31.0907
1,-28.644,25.7033
1,-28.6914,31.7191
1,-28.7001,26.4597
1,-28.7323,24.7623
1,-28.7465,30.4513
2,-28.762,31.8933
1,-28.8333,31.2167
12,-28.836,26.0033
3,-28.8894,30.557
2,-28.9167,29.2833
8,-28,31.5333
2,-29.0253,26.298
2,-29.05,24.5833
1,-29.0614,30.7365
7,-29.0642,30.5928
13,-29.0929,26.1873
1,-29.1019,25.8773
2,-29.1324,29.5947
28,-29.1453,26.7117
5,-29.1539,31.3769
6,-29.1765,26.2328
1,-29.1781,26.0615
7,-29.1945,27.4574
2,-29.1952,26.8397
3,-29.2048,27.1547
1,-29.2333,25.8833
3,-29.2527,26.7897
1,-29.2702,26.7052
5,-29.2732,27.1162
2,-29.35,29.9833
3,-29.3894,31.2461
4,-29.4074,25.3518
2,-29.4153,27.1746
3,-29.4447,26.0195
2,-29.4461,27.2094
3,-29.4667,25.7833
3,-29.471,22.1833
1,-29.5374,29.4669
1,-29.5428,24.082
2,-29.55,30.2833
6,-29.5833,29.5333
23,-29.6168,30.3928
5,-29.6545,30.3506
1,-29.6772,30.1729
1,-29.7067,31.0251
4,-29.7091,31.0956
1,-29.7151,30.9481
2,-29.7511,30.962
2,-29.7841,23.3282
1,-29.8031,31.031
9,-29.8129,30.6365
3,-29.8138,24.4121
1,-29.8202,31.0174
206,-29.85,31.0167
2,-29.8607,30.9458
2,-29.8732,29.7683
1,-29.8801,31.0523
1,-29.8944,18.8648
3,-29.8989,30.8617
1,-29.9,30.6333
1,-29.9038,21.9882
1,-29.9187,30.8917
2,-29.9197,30.9647
1,-29.9427,21.633
1,-29.95,27
5,-29.9657,30.8864
3575,-29,24
19,-29,26
2,-3.0146,30.8108
3,-3.01936,30.8087
1,-3.0288,29.834
4,-3.03333,16.95
1,-3.03333,26.35
1,-3.035,28.98
2,-3.03566,40.0713
12,-3.03821,30.0507
10,-3.0462,30.0897
8,-3.0463,29.9349
9,-3.0479,29.4378
1,-3.0482,30.7012
1,-3.0542,29.6137
17,-3.05528,28.1819
2,-3.0592,29.3903
29,-3.0671,29.4595
1,-3.0678,29.3492
2,-3.0701,29.3822
2,-3.0761,29.777
4,-3.0799,29.6731
2,-3.08875,30.0618
1,-3.0935,30.7539
3,-3.0955,29.3819
5,-3.0963,29.3329
1,-3.0979,30.009
1,-3.0998,30.173
3,-3.10056,30.0365
2,-3.1006,29.7263
7,-3.10608,30.1735
1,-3.1245,29.5834
15,-3.1267,29.424
2,-3.1296,30.0886
1,-3.13104,30.0543
1,-3.1348,30.7138
3,-3.13611,29.3653
6,-3.15,29.25
6,-3.1507,29.3474
1,-3.16667,24.5167
113,-3.1669,29.2676
4,-3.17,30.3087
31,-3.1703,29.4026
1,-3.17642,30.4044
