"Z","Lat","Lon"
1,0.369605,36.449
1,0.373889,32.8786
4,0.374348,34.8564
5,0.375833,32.7056
1,0.377222,32.9197
2,0.3775,32.5567
1,0.379167,32.0358
2,0.383333,30.3167
1,0.383333,34.4833
4,0.383333,34.85
4,0.384124,41.1358
1,0.4,33.6
3,0.401825,29.8922
7,0.404444,32.4594
7,0.409652,29.8905
9,0.411829,29.7695
1,0.416667,30.1167
2,0.416667,34
3,0.416667,36.75
5,0.4175,32.0228
2,0.423056,32.375
15,0.424444,33.2042
12,0.431944,33.0336
1,0.433333,32.75
1,0.433333,36.3833
3,0.435833,34.0522
4,0.438056,32.5864
2,0.45,32.6167
1,0.45,33.5167
1,0.45,33.7167
1,0.45,34.85
11,0.454444,34.0758
3,0.456167,36.1954
8,0.459722,33.4803
1,0.466667,30.2667
1,0.466667,32.7167
3,0.466667,32.7833
6,0.466667,33.1833
28,0.466667,35.9667
2,0.466667,37.0167
5,0.469885,25.2014
3,0.472451,35.9878
3,0.483333,30.0667
1,0.483333,30.3167
1,0.483333,33.1333
1,0.483333,33.15
2,0.483333,33.65
2,0.485458,34.838
1,0.488608,29.8494
15,0.491133,29.4731
7,0.491939,35.743
4,0.5,31.5
2,0.5,32.55
1,0.5,32.7667
4,0.5,32.8333
7,0.5,33.65
5,0.5,34.5833
16,0.5,36
2,0.501111,33.5942
1,0.502222,31.0414
1,0.511289,42.7589
1,0.511389,31.2489
40,0.512652,42.0796
1,0.513611,33.3375
144,0.51528,25.191
4,0.516667,31.8
4,0.516667,32.9
5,0.516667,35.5167
4,0.516667,37.2667
38,0.520356,35.2699
1,0.529722,32.6025
1,0.533333,25.1167
5,0.533333,30.1667
2,0.533333,31.1667
1,0.542811,29.811
15,0.55,24.7667
1,0.561283,37.8255
5,0.561944,30.6489
2,0.562197,35.4802
15,0.563504,34.5606
1,0.563745,42.6939
24,0.563889,30.1375
1,0.566667,31.7333
5,0.573869,32.5154
9,0.583333,29.9833
1,0.583333,32.4167
3,0.583889,32.39
3,0.587222,30.1464
27,0.589167,31.36
2,0.596667,33.6958
7,0.6,30.15
2,0.6,30.2
1,0.6,32.45
3,0.604444,33.9814
6,0.607513,34.7697
1,0.608963,37.6463
6,0.609167,33.4686
46,0.612222,40.0956
1,0.616667,32.3167
2,0.616667,32.4833
2,0.616667,32.55
1,0.619017,29.2659
4,0.619722,33.5906
1,0.620442,36.3486
1,0.621303,25.2609
5,0.632778,30.6214
17,0.633333,30.1667
4,0.633333,30.2833
5,0.633333,33.05
3,0.633333,33.2167
1,0.633333,33.2333
12,0.633458,36.257
1,0.638435,25.1872
15,0.640954,29.9058
4,0.65,30.1667
1,0.65,30.3
1,0.653894,36.1195
18,0.654539,30.2882
2,0.656961,30.6599
4,0.659016,35.5834
298,0.665673,37.8897
1,0.666667,29.8333
8,0.666667,30.0333
23,0.666667,30.05
4,0.666667,30.3
1,0.666667,30.3333
45,0.666667,31.4833
2,0.666667,32.3167
6,0.666667,32.9833
1,0.666667,35.5
4,0.666667,36
30,0.66667,30.05
3,0.676111,30.0244
62,0.683333,29.9833
1,0.683333,31.7833
1,0.683333,31.9
1,0.683333,33.7333
3,0.691111,32.2356
23,0.692991,34.1809
1,0.693056,30.22
236,0.693889,30.2664
4,0.696389,34.1492
1,0.6975,32.0286
8,0.7,29.5167
5,0.7,30.0667
4,0.7,33.5667
2,0.7,33.95
4,0.7025,32.8886
2,0.704167,31.0847
5,0.708611,30.04
1,0.7126,35.8194
4,0.716667,30.0833
1,0.716667,31.05
3,0.716667,31.9667
1,0.716667,33.0167
1,0.720199,29.2445
4,0.728333,32.5122
3,0.728889,33.7036
2,0.729245,35.472
1,0.733333,29.9667
1,0.733333,31.9667
3,0.733333,33.0333
5,0.733333,33.15
1,0.733333,34.25
5,0.733889,33.1183
9,0.741389,15.3275
401,0.741389,30.0417
6,0.75,34.5833
4,0.750391,42.6528
8,0.751667,32.385
1,0.756281,43.194
16,0.766667,30.05
2,0.766667,30.9
3,0.766667,33.4667
3,0.782966,34.7193
14,0.783333,32.7333
2,0.783333,32.8833
7,0.784167,30.5311
10,0.791111,34.3794
4,0.8,30.15
2,0.8,30.7667
21,0.8,31.0667
1,0.801904,36.2871
2,0.814444,31.3447
34,0.816667,30.0667
3,0.816667,30.1167
13,0.816667,30.4167
4,0.816667,36.6833
2,0.832778,34.1756
2,0.833333,30.3333
338,0.833333,32.1833
6,0.833333,35
1,0.846059,35.1385
4,0.846389,32.3531
48,0.849167,32.4731
4,0.85,30.0333
7,0.85,30.1833
9,0.85,31.1
2,0.85,31.9328
6,0.85,33.9333
2,0.852234,29.6126
1,0.858889,33.4953
2,0.860278,34.2556
3,0.861111,34.3981
4,0.862778,15.5686
1,0.863611,30.2106
1,0.866667,31.0833
4,0.866667,34.4667
2,0.874444,32.2047
1,0.881934,36.5319
1,0.8825,31.3111
1,0.890763,33.945
5,0.893889,33.4678
1,0.894444,33.4994
2,0.9,31.0667
7,0.911944,33.9511
11,0.916076,34.6235
10,0.916111,31.7742
2,0.916667,34.2833
25,0.930146,31.0326
1,0.933333,31.6833
1,0.933333,32.3
6,0.941667,34.2794
7,0.95,31.5167
3,0.95,31.6833
1,0.95,33.1167
1,0.960556,30.7967
2,0.963889,34.0453
7,0.981191,35.5614
83,0.983333,30.6667
2,0.983333,31.7833
2,0.983333,34.1667
6,0.983333,35.2167
4,0.983333,37.3167
5,0.998095,27.1559
338,0,25
11,0,30
1,0,37.8333
17,0,38
33,0,42
1,1.00669,30.3588
1,1.01118,34.3311
12,1.01573,35.0062
3,1.01667,34.2667
1,1.01763,34.2031
8,1.02597,25.3
3,1.04063,32.1897
18,1.04111,30.4811
6,1.05,30.2667
65,1.05,32.4333
2,1.05,33.5333
2,1.06484,38.6654
1,1.06667,30.5
4,1.07056,34.1028
28,1.0748,34.1774
1,1.08333,31.0167
1,1.08333,44
1,1.08398,36.7037
64,1.09062,43.381
1,1.09444,31.0589
7,1.09679,36.698
5,1.1,44.0167
89,1.1132,44.0297
6,1.11667,31.2667
1,1.11972,34.1064
17,1.13333,34.55
1,1.13607,19.2619
3,1.145,33.7094
2,1.14806,34.3261
2,1.15,32.5667
1,1.15,34.15
2,1.16667,34.3833
16,1.16922,36.0955
1,1.18333,34.8
1,1.18809,36.6155
5,1.19806,30.9353
1,1.2,31.95
1,1.2,32.5333
1,1.2,33.7
1,1.2,35.1167
26,1.20062,31.8006
1,1.20722,30.177
2,1.21667,34.3833
1,1.21667,34.7167
30,1.22095,19.802
1,1.23126,19.8105
27,1.23333,35.1167
23,1.23944,30.8214
2,1.25,32.15
1,1.25,32.6667
4,1.25,33.6
1,1.25,33.7333
5,1.25,34.2
8,1.25,37
28,1.25861,31.0756
2,1.25917,34.7539
1,1.25944,33.7117
1,1.26221,30.4628
4,1.26389,31.5086
3,1.26667,34.8333
1,1.28333,30.95
9,1.30889,32.4564
2,1.31667,43.9167
7,1.33333,34.1
5,1.33333,42.6667
4,1.33724,28.1078
2,1.3375,31.4244
2,1.33778,32.8086
7,1.37987,18.3505
2,1.38333,31.9
1,1.38903,32.4161
1,1.39197,30.4402
15,1.39651,34.4509
3,1.39785,28.581
2,1.4,34.35
4,1.405,16.3183
4,1.41667,31.0833
2,1.41667,33.5833
1,1.41667,34.5333
9,1.41667,35.25
3,1.42596,27.6164
73,1.42839,42.435
2,1.43139,33.7772
2,1.43333,33.85
1,1.43333,34.85
8,1.43448,37.7537
45,1.43556,31.3436
7,1.44991,18.3949
8,1.45,33.4667
3,1.45,33.9833
6,1.45,34.7167
2,1.45824,29.9175
1,1.45861,31.985
15,1.46083,33.9361
1,1.46667,31.35
7,1.46667,31.4167
2,1.46667,33.6
1,1.47417,31.0453
1,1.48203,33.7583
1,1.48333,35.0167
1,1.48452,35.4717
2,1.4875,32.845
2,1.49417,33.4553
1,1.49805,33.9503
1,1.5,36.85
2,1.50695,21.0726
5,1.52139,44.4613
2,1.52213,31.2362
4,1.53333,30.9667
3,1.53333,30.9833
5,1.53333,33.3667
1,1.53954,32.2239
5,1.54408,25.3278
199,1.55941,30.2522
1,1.56667,33.6167
1,1.58333,33.75
1,1.58333,33.9
1,1.5869,44.5679
4,1.59613,37.8061
2,1.59697,31.2986
1,1.6,33.6833
7,1.60698,19.1022
2,1.61044,44.3329
6,1.61075,30.1647
1,1.61361,16.0517
10,1.61438,31.4438
2,1.61556,32.8397
2,1.61569,19.4174
3,1.6162,31.3089
4,1.61719,31.2979
2,1.61926,31.5557
51,1.63037,31.4129
4,1.63359,44.5212
4,1.63806,18.0667
1,1.64499,19.6574
3,1.64841,31.5852
3,1.651,31.7915
2,1.66556,33.0144
1,1.67387,31.8358
25,1.67444,31.715
1,1.67695,30.3934
1,1.68333,30.5167
2,1.68333,41.05
3,1.68334,31.4972
183,1.68556,33.6164
3,1.68693,32.1792
1,1.69606,32.0861
5,1.7,32.85
1,1.7,32.9667
2,1.7,33.6167
1,1.70022,32.3963
4,1.70189,30.9555
17,1.70222,33.2917
3,1.71193,31.4825
4,1.71404,32.3084
78,1.71594,44.7717
2,1.71667,32.7667
18,1.7238,44.4514
21,1.73333,33.3833
41,1.73889,33.1594
11,1.74528,33.625
56,1.7471,40.0573
1,1.7497,44.4863
6,1.75,32.8167
4,1.75,33.6667
10,1.75,40.25
51,1.7506,44.6301
5,1.75732,33.2258
1,1.75792,30.543
1,1.75918,32.1713
7,1.76083,34.6081
1,1.78115,31.7925
9,1.78333,34.6
8,1.78481,33.5943
16,1.78635,36.7901
1,1.78714,31.5774
5,1.78785,44.53
6,1.78849,31.7198
7,1.7925,33.3417
41,1.79864,44.9078
5,1.7991,44.6183
3,1.8,33.2
1,1.8,33.25
1,1.8,33.7667
1,1.80034,31.3218
21,1.80587,32.4874
2,1.80639,14.6814
2,1.81355,31.3497
3,1.81667,32.9833
7,1.81842,31.3268
6,1.8328,31.7081
151,1.85,29.9667
2,1.85,32.9833
2,1.85,33.4167
1,1.85944,34.7614
1,1.85977,37.6558
6,1.86667,33.7667
2,1.86667,33.8167
26,1.87633,32.0622
12,1.88333,32.9333
1,1.88333,33.45
14,1.8834,32.55
4,1.88548,32.3711
105,1.89111,33.9661
8,1.89417,33.2989
18,1.89833,33.1775
3,1.9,33.25
4,1.9,33.3833
1,1.91447,32.3461
4,1.91667,33.3667
3,1.91667,34.7833
23,1.92157,34.0475
173,1.93333,32.9333
2,1.93333,33.6667
4,1.94468,30.0386
1,1.95,32.6667
1,1.95,33.6833
6,1.95,33.9333
1,1.95,34.95
1,1.95,35.3
2,1.95047,29.5793
13,1.95158,36.0358
1,1.9524,45.1772
13,1.95722,33.7047
2,1.96389,31.3935
1,1.96667,33.05
5,1.96667,33.7667
6,1.96667,35.2
4,1.97413,27.8182
111,1.97556,32.5386
2,1.97753,44.8325
2,1.98333,33.0667
16,1.98333,33.8333
8,1.98333,33.9667
7,1.98611,33.4894
3,1.9975,32.7169
9283,1,32
1950,1,38
2,1,38.75
26,1,40.25
6,10.0011,10.2216
1,10.0024,-5.90037
1,10.0054,7.0431
3,10.0124,-6.08994
42,10.0159,12.2916
1,10.0167,38.2667
1,10.0167,7.41667
2,10.0195,12.172
2,10.0544,5.94159
6,10.0633,30.737
1,10.0638,12.1152
12,10.0645,12.4982
3,10.0667,34.5333
5,10.0833,27.75
4,10.0836,21.9273
1,10.1073,10.9749
14,10.1167,13.1833
1,10.1183,43.2363
3,10.1333,35.4667
5,10.1426,22.3657
2,10.1478,12.4325
1,10.1481,12.5113
1,10.1523,9.41848
3,10.1533,12.1877
7,10.1543,17.5388
1,10.1552,11.2043
2,10.1614,12.7399
1,10.1667,18.7333
1,10.1667,38.8333
1,10.1885,6.89798
2,10.1905,30.7967
4,10.1982,12.0923
2,10.2157,18.7461
2,10.2294,12.637
2,10.2342,28.7282
4,10.2353,34.0346
1,10.2473,33.9633
42,10.25,11.1667
1,10.2536,11.2071
16,10.2573,13.0441
250,10.2676,13.2644
235,10.2849,22.7882
72,10.2897,11.1673
2,10.3,39.15
3,10.3115,18.5939
221,10.3134,9.84327
1,10.3141,12.0618
5,10.3169,50.4744
45,10.3333,22.75
2,10.3333,39.5833
83,10.3333,7.75
9,10.3386,15.483
4,10.35,37.7333
2,10.3667,34.2
3,10.3833,27.95
27,10.3999,5.46949
1,10.4167,39.9333
2,10.4167,45.2333
2,10.4269,12.56
7,10.428,51.0136
3,10.4333,37.3667
9,10.4396,45.0143
1,10.45,39.7
1,10.4627,23.289
6,10.4634,23.3175
6,10.4652,12.3397
1,10.4815,12.1893
1,10.4884,33.9063
6,10.4892,12.1675
1,10.4967,7.43915
1,10.4973,12.092
51,10.5,10
21,10.5,26.25
5,10.5,39.4167
1,10.5027,11.8918
3,10.5047,12.2727
33,10.5067,12.3331
359,10.5231,7.44028
5,10.5245,12.2959
2,10.5255,18.4207
16,10.5333,34.2833
2,10.5392,12.0322
2,10.5394,6.83979
58,10.55,34.2833
2,10.55,43.8833
31,10.5643,13.3176
14,10.5777,7.44853
1,10.583,31.7672
20,10.5833,35.8
2,10.5833,43.2667
1,10.6,36.2667
2,10.6041,13.3693
2,10.6058,43.4335
139,10.6159,13.3849
11,10.6167,50.8333
2,10.6277,29.9433
114,10.6325,30.3797
8,10.6333,13.4833
6,10.6333,43.4667
2,10.6395,6.63951
33,10.647,12.911
3,10.6545,13.1689
3,10.6742,50.7789
20,10.6747,13.2965
2,10.7,37.2667
1,10.7204,12.1593
7,10.7239,11.6897
1,10.7312,12.1463
1,10.7333,34.7833
7,10.75,25.1
1,10.75,26.8167
7,10.75,34.8
2,10.75,38.7667
3,10.7576,13.3154
5,10.7589,48.2698
1,10.7775,12.0189
6,10.779,13.313
21,10.7994,13.4622
31,10.8167,25.1667
23,10.8183,7.57466
1,10.8184,13.1994
2,10.8334,11.5118
13,10.8436,29.9064
1,10.8461,15.3423
2,10.85,15.3667
8,10.8652,30.1155
1075,10.8658,12.847
4,10.8667,25.1167
3,10.8667,26.8667
13,10.8856,12.7043
102,10.8902,13.6312
1,10.891,19.8199
2,10.9,26.8333
12,10.9048,12.0886
31,10.9167,38.35
20,10.9167,40
23,10.9167,47.65
3,10.9243,24.7077
1,10.9333,34.8667
4,10.9383,13.5941
11,10.95,39.5
3,10.9748,24.0519
9,10.9805,13.6631
1,10.9815,47.4518
2,10.9833,13.35
1,10.9855,11.3836
1,10.9882,33.6557
35,10.9901,49.0568
2,10.9954,24.2777
37,10,20
2,10,37.7
2675,10,49
59,10,6
2486,10,8
1,11.0113,8.29737
3,11.0119,11.4639
38,11.0167,12.8
344,11.0167,29.7167
33,11.0297,20.2827
3,11.0333,20.2667
6,11.0333,27.7333
2,11.0356,17.3051
7,11.05,24.55
1,11.0559,7.33447
2,11.0664,29.5825
4,11.0667,26.85
3,11.0754,7.67925
2,11.076,8.24345
15,11.0932,13.8206
74,11.1,30.5167
13,11.1025,7.26639
389,11.1036,13.713
4,11.1038,4.8139
17,11.1057,11.9019
24,11.1132,7.72518
2,11.1167,24.8833
1,11.1217,9.77509
1,11.1314,13.8664
1,11.1333,39.6333
4,11.1416,13.7749
1,11.15,25.1833
72,11.15,25.25
1285,11.15,34.1
164,11.156,12.7576
2,11.1667,24.95
21,11.1667,39.1667
2,11.1833,13.9167
2,11.1833,39.9
6,11.1836,10.4881
25,11.1902,8.44435
2,11.1969,29.5822
2,11.2,30.0667
3,11.2109,31.4569
5,11.2167,10.5333
2,11.2167,13.1167
1,11.2186,30.5172
2,11.2395,7.34665
4,11.2413,6.15093
2,11.2438,48.8931
26,11.25,34.65
9,11.2667,39.5333
1,11.2676,48.352
83,11.2689,11.9969
6,11.2833,34.75
37,11.2834,11.308
97,11.2842,49.1816
14,11.2852,11.2206
2,11.2864,51.0773
5,11.2989,7.67423
1,11.2995,7.87203
1,11.3,23.8833
1,11.3167,13.6667
7,11.3206,7.2186
1,11.3223,8.43936
5,11.3356,17.0983
2,11.343,5.39885
11,11.3437,22.6456
2,11.3518,49.4471
2,11.3539,43.4731
1,11.3548,14.213
9,11.3589,19.5005
1,11.3658,43.2833
1,11.3761,30.1568
6,11.3838,12.7236
4,11.385,18.1057
3,11.3882,10.4686
1,11.3928,10.1993
1,11.4,34.6833
1,11.4046,7.93597
3,11.4054,7.72943
13,11.4148,8.25082
1,11.4241,5.22879
4,11.4333,14.0333
3,11.4333,26.15
1,11.4424,49.5517
12,11.4436,8.20353
1,11.448,20.9756
4,11.45,33.9833
10,11.4625,21.865
3,11.4667,13.7667
4,11.472,49.8728
2,11.4756,8.95755
10,11.4804,21.8039
537,11.4833,10.9667
18,11.4833,12.3144
3,11.4833,23.7
710,11.5,13
4,11.5,29.25
27,11.5,39.15
2,11.5,4
13,11.5,40
106,11.5,8.5
3,11.501,41.201
22,11.5032,11.9367
1,11.5138,8.42276
2,11.5167,23.8167
1,11.5167,38.3333
2,11.5233,7.30813
1,11.5289,9.03715
3,11.5474,7.87657
3,11.5667,25.85
2,11.5796,7.40387
6,11.5801,7.28898
1,11.5817,41.6286
13,11.6,37.3833
2,11.6035,7.5297
1,11.6069,30.4439
1,11.6167,29.0833
1,11.6167,9.21667
2,11.6168,4.75314
3,11.6181,14.1172
3,11.6333,37.9333
1,11.6333,38.0667
174,11.6558,13.4213
3,11.6563,12.6046
8,11.6621,14.0201
20,11.6645,3.74528
5,11.665,14.041
4,11.6667,25.7333
4,11.6667,9.93139
1,11.6672,6.62288
1,11.6701,29.5514
64,11.6765,10.1948
23,11.6852,11.1861
1,11.7083,13.708
325,11.7091,11.0694
1,11.7104,3.69184
4,11.7135,7.60836
2,11.7173,4.30703
2,11.7196,7.02716
119,11.7228,15.2393
1,11.7268,11.0954
5,11.7359,10.7292
1,11.7361,10.8857
172,11.747,11.9608
11,11.75,25.8333
9,11.7593,12.2561
2,11.7594,9.33921
56,11.7891,34.3592
4,11.8,31.4333
7,11.8072,12.4909
1,11.8135,7.56222
24,11.8288,12.6345
2,11.8331,6.93414
1,11.8333,26.9167
1,11.8351,8.59756
1441,11.8464,13.1603
1,11.85,30.6333
2,11.85,34.3833
6,11.85,38.0167
13,11.8509,8.396
13,11.8597,30.462
11,11.8619,31.0498
1,11.864,11.0698
1,11.8667,26.6
598,11.8667,39.7333
1,11.8772,34.3554
2,11.8826,13.089
1,11.8833,28.05
3,11.8927,29.7088
1,11.8997,14.4403
1,11.9,23.3833
1,11.906,6.40795
2,11.9107,18.1375
1,11.918,8.13235
5,11.9254,13.6027
11,11.95,23.1
1,11.95,27.0667
9,11.951,7.93842
2,11.9661,50.7569
1,11.9667,29.4667
4,11.9797,11.4443
2,11.9801,18.2138
1,11.9824,50.7792
13,11.9833,40.85
7,11.9944,8.51381
1635,11.9964,8.51667
2,11.9974,8.87517
6,11.9998,21.6889
1,11,12
164,11,30
4,11,37
1,12.0007,8.49333
1,12.0103,8.58035
5,12.0167,21.6833
2,12.0167,27.9667
39,12.024,13.9165
3,12.0333,13.9667
17,12.0355,10.5896
38,12.05,24.8833
2,12.05,29.65
1,12.0507,8.09535
4,12.0571,6.91152
2,12.0667,22.8333
2,12.073,15.1451
16,12.0787,14.4519
3,12.0792,18.9521
1,12.0833,38.7667
10,12.0904,15.0849
2,12.094,8.68331
37,12.1,13.7
10,12.103,15.034
2964,12.1085,15.0482
7,12.111,8.90009
8,12.1218,14.1917
1,12.1288,4.73509
1,12.15,13.9167
1737,12.15,24.45
58,12.15,30.8
3,12.1548,9.16191
1,12.1628,5.30136
1,12.1628,6.66135
1,12.1667,28.05
6,12.1667,6.25
3,12.1679,6.12365
3,12.1833,14.55
10,12.1833,21.35
2,12.1833,23.9167
1,12.1833,26.8833
3,12.1844,18.693
18,12.2,23.8167
3,12.2032,8.69697
2,12.2066,34.3364
1,12.2159,8.61015
3,12.2442,13.8605
3,12.25,26.4333
1,12.25,42.3
7,12.25,7.5
1,12.2649,8.89542
19,12.2658,6.63738
1,12.2744,8.96828
4,12.2822,14.187
2,12.2833,21.4167
4,12.2949,8.81697
2,12.3,36.2167
1,12.3167,37.8333
2,12.3167,9.01667
3,12.3274,11.2405
7,12.3333,23.95
18,12.3337,6.28493
2,12.3362,8.84003
3,12.3383,6.75847
2,12.3454,32.7211
2,12.3459,12.0501
1,12.35,23.55
1,12.35,25.7167
26,12.35,29.25
1,12.3556,-16.7206
2,12.3589,-16.6261
1,12.363,6.50454
1,12.3691,10.7731
6,12.3833,23.2833
1,12.3833,29.0833
1,12.4,20.9167
1,12.4,40.3
2,12.4078,-16.52
10,12.4167,24.9667
7,12.4167,30.05
5,12.4167,37.7333
1,12.4324,8.84849
9,12.4328,-16.2708
1,12.433,8.51541
9,12.4333,25.3167
28,12.4333,30.7
33,12.4403,34.2546
1,12.45,-16.2833
19,12.45,30.75
4,12.4533,6.7845
2,12.4545,-11.7151
6,12.4619,-16.2381
1,12.4619,-16.36
4,12.4644,-15.8314
5,12.4706,-16.3828
12,12.4755,15.4365
4,12.4784,9.63655
13,12.485,-16.5469
4,12.493,13.2091
4,12.4942,-15.6314
4,12.499,12.7848
5,12.5,34
14,12.5092,-16.3008
2,12.5167,23.6
3,12.5167,32.3167
14,12.52,8.96743
5,12.5206,-16.3086
3,12.5306,-15.9586
3,12.5333,-16.35
1,12.5333,22.9
1,12.5372,-16.2517
3,12.5381,17.3359
1,12.5395,4.95778
2,12.5456,-16.2592
44,12.55,6.63333
3,12.5512,12.7812
1330,12.5561,-16.7592
1,12.5567,-16.2339
11,12.5647,4.21574
1,12.5658,-16.2253
3,12.5692,-16.1736
2,12.5808,-15.9742
258,12.5833,-16.2719
1,12.5904,32.8008
9,12.5932,5.42398
1,12.6,-16.05
9,12.6,30.7167
1,12.6,31.1333
6,12.6,37.4667
6,12.6005,8.84493
3,12.6275,4.99359
2,12.63,-16.0169
1,12.6318,8.95396
1,12.638,8.62628
7,12.6423,4.35545
1,12.645,8.96687
5,12.6497,-15.4261
7,12.65,37.5167
2,12.6513,8.41615
12,12.6547,8.54421
4,12.6634,8.21931
5,12.6714,31.0645
8,12.6786,13.6079
2,12.6974,6.57337
3,12.7,28.4333
3,12.7081,-15.5569
196,12.7167,21.4167
1,12.7198,8.85816
2,12.7207,8.75836
5,12.7243,7.71995
4,12.7333,42.65
34,12.742,7.74788
6,12.7451,8.70796
32,12.75,22.5833
3,12.75,30.1667
2,12.75,37.5
35,12.7667,20.4833
36,12.77,6.46135
1,12.7724,8.74677
1,12.775,-16.7556
1,12.777,24.1468
8,12.7833,21.3
1,12.7833,24.5833
9,12.7833,33.85
5,12.7948,34.1117
3,12.8,26.85
1,12.8095,9.87641
4,12.8103,-16.2264
2,12.8194,31.0322
5,12.8275,-15.9806
7,12.8333,25.75
6,12.8367,-16.3675
6,12.8566,8.39444
4,12.8667,22.3333
6,12.8667,25.6833
4,12.8667,28.6667
5,12.871,11.0482
9,12.8833,-14.95
3,12.8833,-16.0833
3,12.89,31.003
1,12.8914,35.1444
3,12.9019,-16.3964
3,12.9061,31.2158
73,12.9096,23.4741
12,12.922,23.4915
7,12.9234,13.5606
4,12.9253,-16.7389
3,12.9288,32.3791
14,12.9314,15.5701
5,12.933,31.9104
2,12.9333,38.0833
17,12.9369,23.08
2,12.939,19.3986
1,12.944,13.184
1,12.9499,5.12925
8,12.95,22.8667
21,12.95,4.81667
12,12.9631,-16.1819
4,12.9667,36.15
4,12.9667,36.2
4,12.9735,4.34366
1,12.9822,-15.6178
20,12.9833,35.9
1,12.9833,39.6
4,12.9833,7.31667
25,12.9894,7.60063
3,12.996,15.7293
678,12,11.5
57,12,25.6333
11,12,28.5
286,12,30.75
2,12,41.5
5,12,9.75
65,13.0092,42.7394
2,13.0131,32.1121
3,13.0167,25.6
2,13.0167,31.8667
8,13.0276,24.4256
28,13.0303,5.1938
14,13.0326,11.0311
6,13.0338,24.4739
1,13.0359,8.31631
3,13.0374,15.8491
1,13.05,-15.7
4,13.05,-16.6
103,13.0609,5.23902
1,13.0667,-16.2667
7,13.0667,30.8167
13,13.0667,33.8167
28,13.0809,24.5194
2130,13.0833,30.35
13,13.0833,5.25
2,13.0843,17.3844
5,13.0977,12.4952
1,13.0978,7.2225
44,13.1,27.95
16,13.1101,11.4406
2,13.1319,24.764
1,13.1333,21.5667
2,13.1333,22.1333
9,13.1333,32.7667
1,13.15,-16.5833
2,13.15,22.8
2,13.15,32.7333
2,13.15,33.9333
12,13.1602,16.658
17,13.1667,32.6667
5,13.174,32.3896
7,13.1833,20.5667
1,13.1833,20.5833
34,13.1833,30.2167
2,13.2137,5.30376
3,13.2328,32.3737
5,13.25,34.1667
3,13.2555,24.3376
1,13.2644,42.3342
4,13.2667,32.25
4,13.2667,33.9167
1,13.2884,41.4356
4,13.2954,19.6966
186,13.3,23.4333
18,13.3,25.1
4,13.3132,24.8497
4,13.3227,39.1957
285,13.3267,24.8534
80,13.3285,14.1217
2,13.3604,16.2407
2,13.3614,23.9632
13,13.3667,30.75
2,13.3667,34.0667
4,13.3833,15.1
3,13.3833,22.3
4,13.3859,5.13747
5,13.4,25.45
1,13.4,30.15
6,13.4,32.9667
3,13.4167,23.1167
1,13.4333,31.3
142,13.4463,24.7955
16,13.45,21.6667
148,13.45,22.45
12,13.45,23.2667
181,13.4667,22.2
3,13.4667,38.9667
1,13.4833,31.2833
10,13.4967,39.4753
8,13.5,21.25
19,13.5,22.45
1372,13.5,23.5
88,13.5,24.9
2,13.5,27.5
135,13.5,32.4
5,13.5,33.7
246,13.5,39.5
3,13.5333,42.3
20,13.55,33.6333
2,13.5667,30.1
1,13.5667,31.2667
2,13.5833,-13.9667
3,13.5833,21.8167
13,13.5833,30.3167
4,13.6,26.7
26,13.6169,13.2644
1,13.6333,-16.0167
578,13.6333,25.35
1,13.6333,33.6167
4,13.6408,16.4901
1,13.65,-14.55
15,13.65,24.0833
6,13.6599,5.33713
1,13.6667,20.7333
1,13.6667,22.7333
6,13.6833,22.1833
1,13.7,38.7
1,13.7163,13.3782
4,13.7167,22.2667
2,13.7167,37.25
3,13.7333,14.1667
40,13.75,24.5
3,13.75,41.5
10,13.7833,22.7833
5,13.8,23.7
290,13.8167,20.8167
7,13.8333,35.4333
1,13.85,36.1333
1,13.8667,25.3667
2,13.8667,32.9167
9,13.8697,14.2647
1,13.8833,25.2
4,13.8833,30.0167
6,13.9167,16.1667
3,13.9167,21.4833
3,13.9167,29.25
2,13.9311,16.4901
3,13.95,27.7833
8,13.95,31.0833
2,13.9667,32.9833
2,13.9784,39.4297
52,13.9833,30.7333
59,13,23
8353,13,25
3,13,26.5
1,13,30.3833
1,14.0231,33.4994
10,14.0232,40.4091
16,14.0333,30.5333
8,14.0333,35.4
1,14.0641,32.9997
230,14.0667,24.35
4,14.0807,33.2449
5,14.0978,32.8025
1,14.1245,38.7244
2,14.1333,-16.4667
3,14.1333,22.7
29,14.1333,25.55
9,14.1333,30.0167
5,14.1635,38.8992
2,14.1667,30.8333
6,14.1667,38.8333
3,14.1825,-16.2533
2,14.1872,39.5639
2,14.2,24.0667
132,14.2,24.6667
4,14.2125,33.2488
46,14.2167,21.3833
13,14.2167,22.4167
116,14.2317,32.6672
4,14.2333,32.8167
2,14.2346,32.6013
2,14.2429,33.1436
2,14.25,38.9167
1,14.2667,21.3167
5,14.2667,33.6
2,14.2667,33.7667
1,14.2769,39.4608
4,14.2906,36.6081
2,14.3063,33.2014
5,14.3167,22.45
1,14.3276,36.6444
3,14.3333,35.8333
26,14.3667,22.4333
2,14.3667,22.45
1,14.4,21.8167
3,14.402,37.8176
11,14.4056,33.4989
4,14.4167,25.15
1,14.4167,29.0833
1,14.4167,33.0167
7,14.4355,33.3978
2,14.45,33.45
1,14.4633,33.4895
3,14.4667,21.9167
3,14.4667,22.45
2,14.4667,22.9667
4,14.4667,33.2
4,14.4833,33.6667
