"Code","MonthYear","1","2","3","4"
"CT",200611,17,7,10,41
"CT",200612,12,11,6,25
"CT",200701,11,0,8,7
"CT",200702,56,10,35,5
"CT",200703,12,2,6,13
"CT",200704,37,5,0,15
"CT",200705,17,4,1,8
"CT",200706,10,2,10,11
"CT",200707,2,0,1,0
"CT",200708,2,2,0,0
"CT",200709,1,0,1,1
"CT",200710,4,0,1,2
"CT",200711,3,1,0,3
"CT",200712,1,0,0,6
"CT",200801,4,0,1,1
"CT",200802,24,5,8,6
"CT",200803,31,0,1,13
"CT",200804,8,1,3,11
"CT",200805,7,1,5,10
"CT",200806,14,0,6,4
"CT",200807,4,4,4,19
"CT",200808,1,0,3,1
"CT",200809,1,3,0,21
"CT",200810,11,0,3,10
"CT",200811,6,4,6,7
"CT",200812,29,8,3,16
"CT",200901,37,25,10,41
"CT",200902,17,5,15,16
"CT",200903,10,2,5,15
"CT",200904,5,0,5,8
"CT",200905,9,0,5,4
"CT",200906,24,0,8,17
"CT",200907,7,1,3,3
"CT",200908,9,4,9,16
"CT",200909,8,1,6,22
"CT",200910,8,0,1,5
"CT",200911,10,6,3,23
"CT",200912,15,9,9,18
"CT",201001,5,1,1,33
"CT",201002,12,4,0,7
"CT",201003,2,1,5,14
"CT",201004,4,1,2,1
"CT",201005,3,0,4,9
"CT",201006,1,1,4,1
"CT",201007,3,0,2,10
"CT",201008,5,1,7,14
"CT",201009,7,1,0,9
"CT",201010,8,0,8,22
"CT",201011,15,9,17,12
"CT",201012,4,3,6,7
"CT",201101,27,4,0,2
"CT",201102,5,3,4,7
"CT",201103,10,2,2,14
"CT",201104,3,1,0,14
"CT",201105,0,0,5,4
"CT",201106,21,5,1,4
"CT",201107,2,1,4,4
"CT",201108,0,0,0,0
"CT",201109,0,0,0,0
"CT",201110,0,0,0,0
"CT",201111,0,0,0,0
"CT",201112,0,0,0,0
"CT",201201,0,0,0,0
"CT",201202,0,0,0,0
"CT",201203,0,0,0,0
"CT",201204,0,0,0,0
"CT",201205,0,0,0,0
"CT",201206,0,0,0,0
"CT",201207,0,0,0,0
"CT",201208,0,0,0,0
"CT",201209,0,0,0,0
"CT",201210,0,0,0,0
"CT",201211,5,6,0,6
"CT",201212,205,54,73,83
"EG",199001,3,0,0,0
"EG",199002,14,7,1,0
"EG",199003,2,0,0,0
"EG",199004,2,0,0,0
"EG",199005,2,0,0,3
"EG",199006,4,0,0,1
"EG",199007,0,0,0,1
"EG",199008,4,0,1,0
"EG",199009,0,0,0,1
"EG",199010,5,0,0,0
"EG",199011,2,0,0,0
"EG",199012,1,0,2,0
"EG",199101,3,0,0,0
"EG",199102,3,0,0,0
"EG",199103,1,0,0,1
"EG",199104,4,0,0,0
"EG",199105,0,1,1,0
"EG",199106,0,0,1,1
"EG",199107,0,0,0,0
"EG",199108,0,0,0,0
"EG",199109,2,0,0,1
"EG",199110,0,0,0,0
"EG",199111,0,0,0,1
"EG",199112,4,0,1,0
"EG",199201,5,0,1,0
"EG",199202,0,0,0,0
"EG",199203,2,0,0,0
"EG",199204,3,0,0,0
"EG",199205,5,2,0,0
"EG",199206,0,0,0,0
"EG",199207,1,0,0,0
"EG",199208,0,2,0,0
"EG",199209,0,0,0,0
"EG",199210,0,0,0,0
"EG",199211,0,0,0,3
"EG",199212,4,0,0,0
"EG",199301,0,0,0,0
"EG",199302,0,0,0,2
"EG",199303,2,2,0,0
"EG",199304,3,3,0,0
"EG",199305,0,0,0,0
"EG",199306,11,0,0,2
"EG",199307,3,0,0,1
"EG",199308,6,1,1,3
"EG",199309,4,0,0,3
"EG",199310,3,4,0,1
"EG",199311,0,0,0,0
"EG",199312,0,2,1,2
"EG",199401,0,0,1,0
"EG",199402,2,0,3,3
"EG",199403,2,1,0,0
"EG",199404,9,1,5,6
"EG",199405,2,1,0,0
"EG",199406,0,0,0,0
"EG",199407,6,0,0,1
"EG",199408,4,1,4,0
"EG",199409,1,0,1,1
"EG",199410,17,1,5,11
"EG",199411,1,0,0,2
"EG",199412,3,0,0,3
"EG",199501,2,1,5,14
"EG",199502,5,0,1,3
"EG",199503,7,3,0,1
"EG",199504,9,1,4,3
"EG",199505,1,0,0,3
"EG",199506,3,0,3,7
"EG",199507,3,2,2,9
"EG",199508,0,3,0,2
"EG",199509,7,3,0,2
"EG",199510,3,0,4,1
"EG",199511,14,2,4,6
"EG",199512,74,8,9,6
"EG",199601,3,0,4,1
"EG",199602,1,0,3,3
"EG",199603,1,2,0,6
"EG",199604,3,0,1,9
"EG",199605,7,1,7,1
"EG",199606,5,1,3,1
"EG",199607,8,0,2,1
"EG",199608,10,1,3,5
"EG",199609,5,1,0,2
"EG",199610,2,0,2,1
"EG",199611,0,3,1,3
"EG",199612,3,0,0,3
"EG",199701,9,3,3,8
"EG",199702,4,1,4,7
"EG",199703,2,3,2,5
"EG",199704,5,6,0,1
"EG",199705,9,1,0,0
"EG",199706,2,0,0,2
"EG",199707,4,1,2,1
"EG",199708,7,0,4,7
"EG",199709,8,0,1,4
"EG",199710,7,0,1,5
"EG",199711,18,0,4,6
"EG",199712,11,0,4,1
"EG",199801,13,0,0,3
"EG",199802,20,1,2,2
"EG",199803,11,0,1,3
"EG",199804,14,2,11,7
"EG",199805,13,0,2,10
"EG",199806,27,3,1,6
"EG",199807,9,0,1,0
"EG",199808,14,1,6,1
"EG",199809,4,0,0,3
"EG",199810,6,1,2,4
"EG",199811,6,1,4,2
"EG",199812,11,1,12,4
"EG",199901,2,0,0,0
"EG",199902,10,0,2,2
"EG",199903,4,1,6,4
"EG",199904,6,0,0,1
"EG",199905,1,1,1,0
"EG",199906,10,1,1,1
"EG",199907,25,0,2,4
"EG",199908,67,0,1,4
"EG",199909,17,1,4,0
"EG",199910,10,0,2,3
"EG",199911,0,0,4,0
"EG",199912,3,0,2,1
"EG",200001,5,0,3,1
"EG",200002,2,0,4,1
"EG",200003,2,1,5,1
"EG",200004,4,0,4,2
"EG",200005,10,1,1,4
"EG",200006,10,0,2,0
"EG",200007,1,0,4,2
"EG",200008,1,0,4,1
"EG",200009,7,0,0,0
"EG",200010,13,2,3,6
"EG",200011,5,0,5,1
"EG",200012,5,0,3,1
"EG",200101,14,3,4,5
"EG",200102,4,0,0,1
"EG",200103,13,1,0,1
"EG",200104,2,0,0,3
"EG",200105,42,3,4,6
"EG",200106,6,0,4,1
"EG",200107,9,0,2,4
"EG",200108,10,0,9,5
"EG",200109,15,0,1,4
"EG",200110,11,0,5,3
"EG",200111,6,1,10,9
"EG",200112,8,3,4,6
"EG",200201,12,3,0,2
"EG",200202,1,2,1,1
"EG",200203,10,2,1,1
"EG",200204,5,0,4,1
"EG",200205,6,0,0,1
"EG",200206,7,8,0,1
"EG",200207,9,0,1,1
"EG",200208,11,0,0,4
"EG",200209,7,1,1,3
"EG",200210,18,0,0,3
"EG",200211,77,0,7,9
"EG",200212,64,0,9,7
"EG",200301,76,5,16,2
"EG",200302,31,0,7,5
"EG",200303,2,0,1,4
"EG",200304,12,1,8,2
"EG",200305,21,1,2,3
"EG",200306,117,6,10,12
"EG",200307,25,0,2,2
"EG",200308,23,0,3,6
"EG",200309,39,2,2,6
"EG",200310,9,1,4,8
"EG",200311,50,2,3,1
"EG",200312,64,0,7,9
"EG",200401,16,0,3,2
"EG",200402,2,0,0,2
"EG",200403,26,3,19,12
"EG",200404,12,2,8,9
"EG",200405,6,0,1,3
"EG",200406,23,1,8,3
"EG",200407,10,3,8,7
"EG",200408,50,1,5,4
"EG",200409,34,1,8,17
"EG",200410,10,5,6,13
"EG",200411,13,2,10,10
"EG",200412,9,0,1,0
"EG",200501,14,0,2,2
"EG",200502,50,2,3,1
"EG",200503,43,1,4,1
"EG",200504,10,1,1,7
"EG",200505,31,1,6,16
"EG",200506,9,3,2,2
"EG",200507,40,9,7,16
"EG",200508,14,1,2,8
"EG",200509,22,4,7,14
"EG",200510,8,0,5,9
"EG",200511,23,4,4,2
"EG",200512,10,2,6,2
"EG",200601,36,3,8,4
"EG",200602,144,7,26,7
"EG",200603,28,2,5,1
"EG",200604,25,3,22,24
"EG",200605,36,2,9,15
"EG",200606,39,3,12,2
"EG",200607,63,4,16,1
"EG",200608,10,2,6,7
"EG",200609,51,24,33,1
"EG",200610,79,4,21,16
"EG",200611,76,7,22,11
"EG",200612,54,13,31,12
"EG",200701,73,24,17,32
"EG",200702,49,15,17,43
"EG",200703,28,3,12,6
"EG",200704,74,7,15,22
"EG",200705,178,6,29,41
"EG",200706,338,26,123,131
"EG",200707,116,10,44,15
"EG",200708,39,0,28,18
"EG",200709,21,0,8,8
"EG",200710,69,3,12,23
"EG",200711,14,3,11,9
"EG",200712,88,9,4,24
"EG",200801,369,28,124,107
"EG",200802,345,44,136,106
"EG",200803,321,38,51,45
"EG",200804,542,13,106,68
"EG",200805,351,20,71,49
"EG",200806,521,31,57,57
"EG",200807,207,16,20,17
"EG",200808,129,12,22,28
"EG",200809,131,11,24,25
"EG",200810,350,31,41,26
"EG",200811,215,18,56,58
"EG",200812,367,21,153,146
"EG",200901,1959,99,325,326
"EG",200902,1053,77,153,107
"EG",200903,415,53,49,73
"EG",200904,273,20,83,48
"EG",200905,172,15,34,36
"EG",200906,270,28,42,41
"EG",200907,195,24,29,25
"EG",200908,189,25,45,98
"EG",200909,254,29,31,18
"EG",200910,333,11,88,75
"EG",200911,214,5,19,33
"EG",200912,163,8,52,18
"EG",201001,227,18,64,68
"EG",201002,126,11,29,21
"EG",201003,32,1,4,5
"EG",201004,48,2,15,9
"EG",201005,46,8,12,39
"EG",201006,93,9,38,14
"EG",201007,38,5,15,10
"EG",201008,34,2,41,41
"EG",201009,153,24,12,93
"EG",201010,36,2,9,6
"EG",201011,52,5,23,10
"EG",201012,45,7,15,11
"EG",201101,302,40,200,206
"EG",201102,1250,161,546,235
"EG",201103,625,115,175,235
"EG",201104,500,75,115,179
"EG",201105,759,79,176,135
"EG",201106,383,76,49,114
"EG",201107,183,42,152,186
"EG",201108,0,0,0,0
"EG",201109,0,0,0,0
"EG",201110,0,0,0,0
"EG",201111,0,0,0,0
"EG",201112,0,0,0,0
"EG",201201,0,0,0,0
"EG",201202,0,0,0,0
"EG",201203,0,0,0,0
"EG",201204,0,0,0,0
"EG",201205,0,0,0,0
"EG",201206,0,0,0,0
"EG",201207,0,0,0,0
"EG",201208,0,0,0,0
"EG",201209,0,0,0,0
"EG",201210,0,0,0,0
"EG",201211,1196,112,193,230
"EG",201212,226,22,48,63
"ER",199001,5,0,2,7
"ER",199002,8,3,3,2
"ER",199003,4,1,0,5
"ER",199004,6,1,2,5
"ER",199005,4,0,2,6
"ER",199006,5,0,2,6
"ER",199007,2,0,3,1
"ER",199008,2,0,3,1
"ER",199009,0,0,0,0
"ER",199010,1,0,0,0
"ER",199011,2,1,2,2
"ER",199012,1,0,1,1
"ER",199101,1,0,1,2
"ER",199102,4,0,4,0
"ER",199103,10,2,0,3
"ER",199104,10,2,1,5
"ER",199105,40,2,9,15
"ER",199106,9,0,3,3
"ER",199107,2,1,0,0
"ER",199108,2,0,0,0
"ER",199109,1,0,0,0
"ER",199110,0,0,0,0
"ER",199111,0,0,2,0
"ER",199112,0,0,1,0
"ER",199201,0,1,0,0
"ER",199202,0,0,0,1
"ER",199203,0,0,0,3
"ER",199204,0,0,0,0
"ER",199205,0,0,0,0
"ER",199206,1,0,0,0
"ER",199207,1,0,0,0
"ER",199208,0,0,0,0
"ER",199209,0,0,1,0
"ER",199210,0,0,0,0
"ER",199211,0,0,0,0
"ER",199212,0,0,0,0
"ER",199301,0,0,0,0
"ER",199302,0,0,0,0
"ER",199303,0,0,0,0
"ER",199304,1,2,0,0
"ER",199305,0,0,0,0
"ER",199306,0,0,0,0
"ER",199307,0,0,0,0
"ER",199308,0,0,0,0
"ER",199309,0,0,0,0
"ER",199310,0,0,0,0
"ER",199311,0,0,0,0
"ER",199312,0,0,0,0
"ER",199401,0,0,0,0
"ER",199402,0,0,0,0
"ER",199403,0,0,0,0
"ER",199404,1,0,0,1
"ER",199405,0,0,0,0
"ER",199406,0,1,0,0
"ER",199407,0,0,0,0
"ER",199408,0,0,1,0
"ER",199409,2,0,0,0
"ER",199410,0,0,0,0
"ER",199411,3,0,0,0
"ER",199412,0,2,0,5
"ER",199501,0,0,0,0
"ER",199502,0,0,0,1
"ER",199503,0,0,0,0
"ER",199504,0,2,0,0
"ER",199505,0,0,0,0
"ER",199506,0,0,1,0
"ER",199507,0,0,0,0
"ER",199508,2,0,0,0
"ER",199509,0,0,0,0
"ER",199510,0,0,0,0
"ER",199511,0,0,0,1
"ER",199512,2,2,0,0
"ER",199601,2,0,0,0
"ER",199602,2,0,0,1
"ER",199603,0,0,0,1
"ER",199604,2,0,0,1
"ER",199605,3,1,0,0
"ER",199606,2,0,0,0
"ER",199607,0,0,0,0
"ER",199608,0,0,0,0
"ER",199609,2,1,0,3
"ER",199610,0,1,1,0
"ER",199611,0,0,0,0
"ER",199612,12,1,0,0
"ER",199701,13,4,8,9
"ER",199702,4,2,0,3
"ER",199703,4,1,0,4
"ER",199704,3,1,1,0
"ER",199705,1,0,0,0
"ER",199706,1,0,4,3
"ER",199707,0,3,0,0
"ER",199708,3,0,0,0
"ER",199709,0,0,0,0
"ER",199710,0,0,0,0
"ER",199711,0,0,0,0
"ER",199712,1,0,0,0
"ER",199801,0,1,0,2
"ER",199802,0,0,0,10
"ER",199803,2,1,0,0
"ER",199804,1,0,0,0
"ER",199805,0,0,1,3
"ER",199806,3,3,0,10
"ER",199807,0,2,3,1
"ER",199808,1,0,0,1
"ER",199809,3,0,0,0
"ER",199810,0,3,1,7
"ER",199811,0,0,0,0
"ER",199812,1,1,2,1
"ER",199901,4,1,1,0
"ER",199902,2,0,0,1
"ER",199903,2,1,1,1
"ER",199904,2,4,3,2
"ER",199905,2,0,2,0
"ER",199906,4,0,0,0
"ER",199907,0,0,0,1
"ER",199908,0,0,0,5
"ER",199909,2,0,1,0
"ER",199910,0,1,0,0
"ER",199911,0,1,0,0
"ER",199912,1,0,1,0
"ER",200001,3,0,3,12
"ER",200002,1,0,1,5
"ER",200003,5,0,1,18
"ER",200004,0,0,1,3
"ER",200005,10,0,0,3
"ER",200006,1,0,1,3
"ER",200007,14,3,0,3
"ER",200008,14,1,0,2
"ER",200009,2,0,0,1
"ER",200010,2,0,0,6
"ER",200011,6,0,0,5
"ER",200012,0,1,6,0
"ER",200101,2,0,0,0
"ER",200102,0,0,0,2
"ER",200103,0,0,2,0
"ER",200104,0,0,0,1
"ER",200105,0,0,0,0
"ER",200106,0,0,0,0
"ER",200107,1,0,0,0
"ER",200108,2,0,0,0
"ER",200109,0,0,0,4
"ER",200110,3,0,0,0
"ER",200111,1,0,0,0
"ER",200112,0,0,0,0
"ER",200201,0,0,0,0
"ER",200202,2,0,0,0
"ER",200203,7,0,2,0
"ER",200204,1,4,0,1
"ER",200205,1,0,0,1
"ER",200206,1,0,0,0
"ER",200207,3,0,3,0
"ER",200208,9,1,2,1
"ER",200209,2,0,1,1
"ER",200210,26,11,13,6
"ER",200211,6,0,2,3
"ER",200212,3,0,3,0
"ER",200301,0,1,1,2
"ER",200302,0,0,0,0
"ER",200303,0,0,0,0
"ER",200304,2,1,1,1
"ER",200305,13,2,3,0
"ER",200306,3,0,0,0
"ER",200307,0,0,0,0
"ER",200308,0,0,5,1
"ER",200309,1,0,0,0
"ER",200310,1,0,3,0
"ER",200311,1,0,0,1
"ER",200312,7,0,3,0
"ER",200401,2,2,6,2
"ER",200402,2,0,2,0
"ER",200403,0,0,0,0
"ER",200404,14,0,2,0
"ER",200405,2,0,0,0
"ER",200406,1,0,0,0
"ER",200407,4,1,1,1
"ER",200408,4,2,0,0
"ER",200409,3,2,0,6
"ER",200410,12,0,2,0
"ER",200411,3,0,0,3
"ER",200412,2,0,0,0
"ER",200501,3,0,0,0
"ER",200502,3,0,0,0
"ER",200503,4,0,1,0
"ER",200504,4,0,0,0
"ER",200505,1,1,0,1
"ER",200506,15,2,0,1
"ER",200507,1,0,0,0
"ER",200508,1,0,1,0
"ER",200509,0,0,0,0
"ER",200510,2,0,0,0
"ER",200511,1,0,3,0
"ER",200512,0,0,0,0
"ER",200601,0,0,0,2
"ER",200602,0,0,2,0
"ER",200603,0,0,0,0
"ER",200604,1,0,0,0
"ER",200605,8,0,1,0
"ER",200606,20,2,0,2
"ER",200607,11,0,0,0
"ER",200608,4,3,0,0
"ER",200609,1,0,3,0
"ER",200610,31,1,1,0
"ER",200611,7,0,0,0
"ER",200612,3,0,0,1
"ER",200701,2,0,0,0
"ER",200702,0,2,0,0
"ER",200703,5,3,13,2
"ER",200704,19,5,4,9
"ER",200705,6,0,3,18
"ER",200706,4,0,0,0
"ER",200707,17,12,16,0
"ER",200708,5,2,3,4
"ER",200709,32,3,6,0
"ER",200710,18,4,1,0
"ER",200711,7,5,5,6
"ER",200712,6,0,0,2
"ER",200801,0,0,0,1
"ER",200802,1,0,4,2
"ER",200803,0,0,1,0
"ER",200804,2,0,9,4
"ER",200805,2,0,10,6
"ER",200806,7,5,1,1
"ER",200807,2,1,1,0
"ER",200808,0,0,0,1
"ER",200809,3,0,0,1
"ER",200810,0,0,0,2
"ER",200811,6,3,0,1
"ER",200812,1,0,0,1
"ER",200901,6,0,1,3
"ER",200902,9,0,0,0
"ER",200903,11,0,2,3
"ER",200904,9,0,1,1
"ER",200905,52,17,12,16
"ER",200906,34,0,9,4
"ER",200907,8,2,3,3
"ER",200908,15,0,5,2
"ER",200909,0,0,0,1
"ER",200910,20,0,7,0
"ER",200911,19,6,0,3
"ER",200912,10,7,3,2
"ER",201001,5,1,3,2
"ER",201002,10,0,16,0
"ER",201003,1,0,1,1
"ER",201004,1,1,1,0
"ER",201005,2,0,0,0
"ER",201006,4,0,0,0
"ER",201007,6,0,0,0
"ER",201008,0,0,0,0
"ER",201009,5,1,0,0
"ER",201010,4,0,0,0
"ER",201011,0,1,0,0
"ER",201012,0,1,0,3
"ER",201101,6,0,0,2
"ER",201102,4,4,7,0
"ER",201103,6,2,7,0
"ER",201104,16,0,0,0
"ER",201105,7,3,0,1
"ER",201106,5,0,3,0
"ER",201107,21,5,10,1
"ER",201108,0,0,0,0
"ER",201109,0,0,0,0
"ER",201110,0,0,0,0
"ER",201111,0,0,0,0
"ER",201112,0,0,0,0
"ER",201201,0,0,0,0
"ER",201202,0,0,0,0
"ER",201203,0,0,0,0
"ER",201204,0,0,0,0
"ER",201205,0,0,0,0
"ER",201206,0,0,0,0
"ER",201207,0,0,0,0
"ER",201208,0,0,0,0
"ER",201209,0,0,0,0
"ER",201210,0,0,0,0
"ER",201211,3,0,2,0
"ER",201212,0,0,0,0
"ET",199001,14,1,10,4
"ET",199002,21,0,7,5
"ET",199003,25,3,6,8
"ET",199004,9,0,3,3
"ET",199005,10,5,3,8
"ET",199006,13,3,4,5
"ET",199007,7,0,9,7
"ET",199008,5,0,0,0
"ET",199009,0,0,5,4
"ET",199010,1,0,9,1
"ET",199011,0,1,1,1
"ET",199012,5,0,0,0
"ET",199101,1,2,3,1
"ET",199102,14,0,1,5
"ET",199103,2,1,6,5
"ET",199104,24,0,3,5
"ET",199105,116,18,31,43
"ET",199106,12,6,4,6
"ET",199107,7,2,0,4
"ET",199108,2,0,0,0
"ET",199109,1,0,1,0
"ET",199110,4,0,0,2
"ET",199111,6,0,0,1
"ET",199112,15,0,0,5
"ET",199201,4,1,2,2
"ET",199202,1,0,1,2
"ET",199203,4,0,0,1
"ET",199204,5,0,3,9
"ET",199205,5,0,1,3
"ET",199206,4,1,1,2
"ET",199207,2,0,3,3
"ET",199208,3,0,2,0
"ET",199209,2,0,0,0
"ET",199210,0,0,0,0
"ET",199211,0,0,1,0
"ET",199212,2,0,0,0
"ET",199301,1,0,0,4
"ET",199302,2,2,0,1
"ET",199303,0,0,1,0
"ET",199304,2,0,3,0
"ET",199305,2,0,0,0
"ET",199306,0,0,0,0
"ET",199307,1,0,0,0
"ET",199308,0,0,0,0
"ET",199309,1,0,0,0
"ET",199310,1,0,0,0
"ET",199311,0,0,0,0
"ET",199312,0,0,0,0
"ET",199401,0,0,1,1
"ET",199402,1,0,1,1
"ET",199403,1,0,0,0
"ET",199404,1,0,0,0
"ET",199405,0,0,0,0
"ET",199406,0,0,0,0
"ET",199407,0,2,0,0
"ET",199408,0,0,1,1
"ET",199409,2,0,0,0
"ET",199410,0,0,0,0
"ET",199411,0,0,0,0
"ET",199412,0,0,0,1
"ET",199501,0,0,0,0
"ET",199502,2,0,2,1
"ET",199503,0,1,0,0
"ET",199504,0,0,0,0
"ET",199505,3,0,2,0
"ET",199506,0,0,0,6
"ET",199507,0,0,0,0
"ET",199508,2,0,0,0
"ET",199509,0,0,1,0
"ET",199510,0,0,1,0
"ET",199511,0,0,0,1
"ET",199512,0,0,0,0
"ET",199601,1,0,2,2
"ET",199602,2,0,0,0
"ET",199603,7,2,0,3
"ET",199604,2,0,0,0
"ET",199605,1,1,0,0
"ET",199606,1,0,0,1
"ET",199607,0,0,0,0
"ET",199608,2,3,0,1
"ET",199609,1,1,0,1
"ET",199610,4,0,2,2
"ET",199611,1,0,0,0
"ET",199612,1,1,0,5
"ET",199701,8,7,12,22
"ET",199702,8,1,6,1
"ET",199703,0,5,6,7
"ET",199704,10,3,0,0
"ET",199705,6,0,0,1
"ET",199706,1,0,0,0
"ET",199707,0,4,0,0
"ET",199708,2,0,1,1
"ET",199709,5,0,1,0
"ET",199710,4,0,0,0
"ET",199711,0,0,1,3
"ET",199712,5,0,1,5
"ET",199801,2,0,0,1
"ET",199802,1,0,0,1
"ET",199803,0,0,0,0
"ET",199804,2,2,1,3
"ET",199805,0,4,2,3
"ET",199806,8,17,6,10
"ET",199807,3,2,3,5
"ET",199808,14,1,2,2
"ET",199809,8,1,7,4
"ET",199810,11,0,0,0
"ET",199811,1,0,2,0
"ET",199812,0,0,0,4
"ET",199901,2,3,1,6
"ET",199902,1,0,1,2
"ET",199903,6,0,1,4
"ET",199904,1,1,0,1
"ET",199905,4,1,0,5
"ET",199906,4,3,3,22
"ET",199907,14,0,4,2
"ET",199908,4,1,3,9
"ET",199909,1,0,8,0
"ET",199910,5,0,0,0
"ET",199911,1,0,1,6
"ET",199912,6,0,2,0
"ET",200001,1,1,0,1
"ET",200002,34,8,8,7
"ET",200003,3,0,2,5
"ET",200004,10,4,0,1
"ET",200005,13,0,4,1
"ET",200006,9,0,10,4
"ET",200007,2,0,1,1
"ET",200008,4,2,3,5
"ET",200009,2,1,0,0
"ET",200010,10,1,0,2
"ET",200011,6,1,2,3
"ET",200012,2,0,0,3
"ET",200101,3,0,3,3
"ET",200102,24,0,4,8
"ET",200103,7,1,7,11
"ET",200104,2,1,2,2
"ET",200105,7,3,0,26
"ET",200106,5,1,2,6
"ET",200107,1,0,2,2
"ET",200108,8,0,5,2
"ET",200109,7,0,0,0
"ET",200110,25,1,6,2
"ET",200111,4,0,1,0
"ET",200112,3,0,1,1
"ET",200201,7,0,0,0
"ET",200202,5,0,1,4
"ET",200203,5,0,4,4
"ET",200204,2,0,6,6
"ET",200205,5,1,1,2
"ET",200206,10,0,7,8
"ET",200207,3,2,8,9
"ET",200208,13,1,1,9
"ET",200209,11,4,9,14
"ET",200210,3,1,3,2
"ET",200211,4,1,0,0
"ET",200212,4,0,0,3
"ET",200301,5,1,0,2
"ET",200302,3,1,0,4
"ET",200303,1,0,1,6
"ET",200304,0,3,0,2
"ET",200305,8,4,0,5
"ET",200306,6,0,2,1
"ET",200307,5,0,5,1
"ET",200308,2,0,0,0
"ET",200309,5,0,5,8
"ET",200310,7,0,2,2
"ET",200311,7,0,5,1
"ET",200312,4,0,2,0
"ET",200401,3,0,16,7
"ET",200402,2,0,0,1
"ET",200403,5,1,3,3
"ET",200404,2,0,4,0
"ET",200405,7,0,7,4
"ET",200406,0,0,0,9
"ET",200407,30,3,9,12
"ET",200408,7,1,6,3
"ET",200409,1,0,0,0
"ET",200410,4,2,0,3
"ET",200411,4,0,0,9
"ET",200412,4,2,4,2
"ET",200501,2,0,1,0
"ET",200502,2,0,0,2
"ET",200503,6,0,1,1
"ET",200504,0,0,0,0
"ET",200505,2,0,1,0
"ET",200506,0,1,2,6
"ET",200507,8,0,3,12
"ET",200508,5,0,0,3
"ET",200509,3,0,0,0
"ET",200510,1,1,2,2
"ET",200511,4,3,3,2
"ET",200512,2,0,3,0
"ET",200601,4,0,1,3
"ET",200602,0,0,4,2
"ET",200603,3,2,4,6
"ET",200604,4,6,19,5
"ET",200605,11,0,4,5
"ET",200606,12,1,4,5
"ET",200607,10,4,3,4
"ET",200608,6,5,9,17
"ET",200609,13,2,2,7
"ET",200610,6,3,1,1
"ET",200611,10,0,1,2
"ET",200612,16,0,4,7
"ET",200701,18,5,14,17
"ET",200702,8,2,8,15
"ET",200703,52,8,25,102
"ET",200704,76,33,60,208
"ET",200705,22,9,22,55
"ET",200706,12,12,14,102
"ET",200707,18,8,38,58
"ET",200708,20,2,19,33
"ET",200709,12,6,39,37
"ET",200710,12,3,52,62
"ET",200711,32,32,29,168
"ET",200712,23,0,33,75
"ET",200801,11,6,6,52
"ET",200802,21,12,19,49
"ET",200803,13,12,12,58
"ET",200804,24,10,26,45
"ET",200805,12,4,33,79
"ET",200806,10,9,19,55
"ET",200807,24,2,12,60
"ET",200808,2,2,7,23
"ET",200809,19,10,21,25
"ET",200810,22,0,21,51
"ET",200811,25,18,4,46
"ET",200812,34,4,8,45
"ET",200901,44,13,32,56
"ET",200902,26,3,4,18
"ET",200903,12,0,12,13
"ET",200904,16,2,13,6
"ET",200905,22,3,22,25
"ET",200906,27,2,21,22
"ET",200907,11,2,11,28
"ET",200908,9,2,13,71
"ET",200909,18,2,19,21
"ET",200910,12,2,7,13
"ET",200911,13,8,12,14
"ET",200912,4,1,10,8
"ET",201001,13,5,16,18
"ET",201002,12,8,9,19
"ET",201003,3,4,3,3
"ET",201004,4,2,1,6
"ET",201005,23,0,8,16
"ET",201006,20,5,4,6
"ET",201007,15,8,0,0
"ET",201008,28,5,3,11
"ET",201009,17,10,7,8
"ET",201010,73,5,9,7
"ET",201011,12,10,12,22
"ET",201012,2,2,5,8
"ET",201101,22,3,0,4
"ET",201102,17,0,5,17
"ET",201103,20,5,14,11
"ET",201104,66,1,5,7
"ET",201105,14,8,15,22
"ET",201106,15,3,5,14
"ET",201107,39,6,10,53
"ET",201108,0,0,0,0
"ET",201109,0,0,0,0
"ET",201110,0,0,0,0
"ET",201111,0,0,0,0
"ET",201112,0,0,0,0
"ET",201201,0,0,0,0
"ET",201202,0,0,0,0
"ET",201203,0,0,0,0
"ET",201204,0,0,0,0
"ET",201205,0,0,0,0
"ET",201206,0,0,0,0
"ET",201207,0,0,0,0
"ET",201208,0,0,0,0
"ET",201209,0,0,0,0
"ET",201210,0,0,0,0
"ET",201211,6,4,2,5
"ET",201212,23,6,4,6
"IV",199001,0,2,2,2
"IV",199002,0,0,1,5
"IV",199003,0,0,0,0
"IV",199004,0,0,1,0
"IV",199005,1,0,2,3
"IV",199006,3,0,4,0
"IV",199007,5,0,3,2
"IV",199008,4,0,2,1
"IV",199009,0,1,0,0
"IV",199010,0,2,0,0
"IV",199011,1,1,0,0
"IV",199012,0,0,0,0
"IV",199101,0,0,0,1
"IV",199102,0,0,0,0
"IV",199103,0,0,0,0
"IV",199104,0,0,0,0
"IV",199105,0,0,0,0
"IV",199106,0,0,0,0
"IV",199107,0,0,0,0
"IV",199108,0,0,0,0
"IV",199109,7,1,0,6
"IV",199110,5,0,0,3
"IV",199111,5,0,3,1
"IV",199112,1,1,2,0
"IV",199201,0,0,0,0
"IV",199202,0,0,0,0
"IV",199203,1,0,0,0
"IV",199204,4,0,0,0
"IV",199205,0,0,0,0
